Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price,Condition_Original
Toyota,Rav4,2002.0,216000.0,2000.0,petrol,manual,4.5,awd,145.0,190.0,10.0,suv,5.0,749999.0,Very Good
Nissan,Tiida,2010.0,153000.0,1500.0,petrol,automatic,4.5,fwd,110.0,145.0,11.0,sedan,5.0,749999.0,Very Good
Audi,Sq5,2018.0,70000.0,3000.0,petrol,automatic,5.0,awd,354.0,500.0,5.1,suv,5.0,7299999.0,Excellent
Land Rover,Range Rover Evoque,2017.0,42000.0,2000.0,petrol,automatic,5.0,awd,240.0,340.0,7.6,suv,5.0,4964568.0,Excellent
Audi,Q3,2017.0,89000.0,2000.0,petrol,automatic,5.0,awd,200.0,280.0,7.0,suv,5.0,3399999.0,Excellent
Toyota,Prado,2017.0,28000.0,2800.0,diesel,automatic,5.0,awd,177.0,450.0,10.0,suv,5.0,6890000.0,Excellent
Toyota,Prado,2017.0,81000.0,2800.0,diesel,automatic,5.0,awd,177.0,450.0,10.0,suv,5.0,6600000.0,Excellent
Lexus,Lx570,2018.0,77000.0,5700.0,petrol,automatic,5.0,awd,383.0,546.0,7.7,suv,5.0,13690000.0,Excellent
Volkswagen,Golf Gti,2017.0,40000.0,2000.0,petrol,automatic,5.0,awd,220.0,350.0,6.4,hatchback,5.0,3530000.0,Excellent
Volkswagen,Arteon,2018.0,41000.0,2000.0,petrol,automatic,5.0,awd,268.0,350.0,5.6,sedan,5.0,4470000.0,Excellent
Mitsubishi,Outlander,2017.0,54000.0,2000.0,petrol hybrid,automatic,5.0,awd,200.0,337.0,11.0,suv,7.0,3738000.0,Excellent
Audi,Q8,2019.0,41000.0,3000.0,petrol,automatic,5.0,awd,335.0,500.0,6.0,suv,5.0,11271397.0,Excellent
Land Rover,Discovery V,2017.0,45000.0,3000.0,diesel,automatic,5.0,awd,335.0,450.0,7.1,suv,5.0,8110000.0,Excellent
Land Rover,Range Rover Evoque,2018.0,26000.0,2000.0,petrol,automatic,5.0,awd,240.0,340.0,7.6,suv,5.0,6052767.0,Excellent
Toyota,Landcruiser Zx,2017.0,18000.0,4600.0,petrol,automatic,5.0,awd,318.0,460.0,8.0,suv,5.0,10190000.0,Excellent
Mercedes,Gle 400D,2021.0,10000.0,2900.0,diesel,automatic,5.0,awd,330.0,700.0,5.7,coupe,5.0,14956186.0,Excellent
Mercedes,Gle 400D,2020.0,73000.0,2900.0,diesel,automatic,5.0,awd,330.0,700.0,5.7,coupe,5.0,13521821.0,Excellent
Audi,Rs7,2017.0,30000.0,4000.0,petrol,automatic,5.0,awd,560.0,700.0,4.0,coupe,5.0,10384000.0,Excellent
Mercedes,Gle 400D,2020.0,45000.0,2900.0,diesel,automatic,5.0,awd,330.0,700.0,5.7,coupe,5.0,14178821.0,Excellent
Daihatsu,Mira,2012.0,236000.0,660.0,petrol,automatic,4.5,fwd,58.0,68.0,17.5,hatchback,4.0,529999.0,Very Good
Land Rover,Range Rover Evoque,2017.0,52000.0,2000.0,petrol,automatic,5.0,awd,240.0,340.0,7.6,suv,5.0,5209571.0,Excellent
Audi,Q7,2017.0,22000.0,3000.0,petrol,automatic,5.0,awd,333.0,440.0,6.1,suv,7.0,6800000.0,Excellent
Subaru,Outback,2018.0,52000.0,2500.0,petrol,automatic,5.0,awd,175.0,235.0,9.8,station wagon,5.0,4190000.0,Excellent
Mercedes,Glc,2018.0,84000.0,2000.0,petrol,automatic,5.0,awd,208.0,350.0,7.5,coupe,5.0,6430000.0,Excellent
Nissan,Xtrail,2012.0,171000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,10.0,suv,5.0,1399999.0,Very Good
Toyota,Hilux,2009.0,196000.0,3000.0,diesel,manual,3.0,awd,168.0,390.0,12.0,double cab,5.0,1349999.0,Average
Audi,Q5,2017.0,55000.0,2000.0,petrol,automatic,5.0,awd,220.0,350.0,7.0,suv,5.0,3979999.0,Excellent
Peugeot,3008,2017.0,51000.0,1600.0,petrol,automatic,5.0,fwd,165.0,240.0,9.0,suv,5.0,3385793.0,Excellent
Peugeot,308,2017.0,40000.0,1200.0,petrol,automatic,5.0,fwd,130.0,230.0,9.6,station wagon,5.0,2330000.0,Excellent
Audi,Q5,2018.0,58000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.3,suv,5.0,4699000.0,Excellent
Toyota,Prado,2017.0,45000.0,2800.0,diesel,automatic,5.0,awd,177.0,450.0,11.0,suv,5.0,8330000.0,Excellent
Land Rover,Range Rover Sport,2020.0,21000.0,3000.0,diesel,automatic,5.0,awd,306.0,700.0,7.3,suv,5.0,13449000.0,Excellent
Toyota,Landcruiser 300 Series,2023.0,4000.0,3300.0,diesel,automatic,5.0,awd,305.0,700.0,8.0,suv,5.0,22000000.0,Excellent
Lexus,Lx 600,2023.0,25000.0,3500.0,petrol,automatic,5.0,awd,410.0,650.0,7.0,suv,5.0,30499999.0,Excellent
Toyota,Alphard,2008.0,176000.0,2400.0,petrol,automatic,4.5,fwd,160.0,220.0,8.0,van,8.0,1349999.0,Very Good
Mazda,Cx5,2016.0,101000.0,2000.0,petrol,automatic,4.5,fwd,155.0,195.0,10.0,suv,5.0,2299999.0,Very Good
Toyota,Landcruiser,2007.0,122000.0,3000.0,diesel,automatic,4.5,awd,168.0,390.0,8.0,suv,5.0,2999999.0,Very Good
Volkswagen,Golf Tsi,2015.0,61000.0,1400.0,petrol,automatic,4.5,fwd,150.0,250.0,8.0,hatchback,5.0,1549999.0,Very Good
Jaguar,F Pace,2021.0,29000.0,5000.0,petrol,automatic,5.0,awd,550.0,700.0,4.0,suv,5.0,15900000.0,Excellent
Volkswagen,Golf Tsi,2017.0,77000.0,1400.0,petrol,automatic,5.0,fwd,150.0,250.0,7.5,hatchback,5.0,2549999.0,Excellent
Toyota,Probox / Succeed,2014.0,318000.0,1500.0,petrol,automatic,4.5,fwd,109.0,145.0,11.0,station wagon,5.0,849999.0,Very Good
Toyota,Vellfire,2017.0,93000.0,2500.0,petrol,automatic,5.0,awd,175.0,235.0,10.5,van,7.0,3910000.0,Excellent
Suzuki,Swift,2017.0,66000.0,1500.0,petrol,automatic,5.0,fwd,110.0,150.0,9.5,hatchback,5.0,1449999.0,Excellent
Audi,A3,2009.0,124000.0,1400.0,petrol,automatic,4.5,fwd,125.0,200.0,8.0,hatchback,5.0,999999.0,Very Good
Toyota,Probox / Succeed,2017.0,80000.0,1500.0,petrol,automatic,5.0,fwd,109.0,145.0,11.0,station wagon,5.0,1499999.0,Excellent
Nissan,Dayz,2017.0,98000.0,660.0,petrol,automatic,5.0,fwd,48.0,56.0,16.0,hatchback,4.0,799999.0,Excellent
Mazda,Bongo,2008.0,208000.0,2000.0,petrol,automatic,4.5,fwd,149.0,189.0,12.0,van,5.0,649999.0,Very Good
Subaru,Impreza,2016.0,109000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,10.0,hatchback,5.0,1999999.0,Very Good
Subaru,Xv,2016.0,115000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,9.0,suv,5.0,1899999.0,Very Good
Audi,A4,2017.0,48000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.0,station wagon,5.0,4946000.0,Excellent
Volvo,S90,2017.0,51000.0,2000.0,petrol,automatic,5.0,awd,316.0,400.0,6.0,sedan,5.0,4946000.0,Excellent
Audi,Tt,2018.0,40000.0,2500.0,petrol,automatic,5.0,awd,400.0,480.0,3.7,coupe,5.0,9780000.0,Excellent
Land Rover,Range Rover Sport,2017.0,80000.0,3000.0,petrol,automatic,5.0,awd,340.0,450.0,7.0,suv,5.0,7890000.0,Excellent
Mazda,Bongo,2008.0,209000.0,2000.0,petrol,automatic,4.5,fwd,149.0,189.0,12.0,van,5.0,599999.0,Very Good
Mazda,Axela,2014.0,89000.0,1500.0,petrol,automatic,4.5,fwd,109.0,145.0,11.0,sedan,5.0,1399999.0,Very Good
Nissan,Wingroad,2009.0,139000.0,1500.0,petrol,automatic,4.5,fwd,109.0,137.0,12.0,station wagon,5.0,649999.0,Very Good
Honda,Fit Shuttle,2013.0,151000.0,1500.0,petrol hybrid,automatic,4.5,fwd,137.0,170.0,12.0,station wagon,5.0,1099999.0,Very Good
Toyota,Harrier,2017.0,61000.0,2000.0,petrol,automatic,5.0,fwd,151.0,193.0,9.5,suv,5.0,3810000.0,Excellent
Land Rover,Range Rover Sport,2018.0,38000.0,3000.0,diesel,automatic,5.0,awd,306.0,700.0,7.3,suv,5.0,13099999.0,Excellent
Jeep,Grand Cherokee,2017.0,50000.0,6400.0,petrol,automatic,5.0,awd,475.0,637.0,4.4,suv,5.0,9371000.0,Excellent
Audi,Q3,2017.0,38000.0,1400.0,petrol,automatic,5.0,fwd,150.0,250.0,9.2,suv,5.0,2995000.0,Excellent
Nissan,Gtr,2018.0,11000.0,3800.0,petrol,automatic,5.0,awd,565.0,628.0,2.9,coupe,5.0,18800000.0,Excellent
Bmw,X7,2020.0,36000.0,4400.0,petrol,automatic,5.0,awd,523.0,750.0,4.5,suv,6.0,14772000.0,Excellent
Porsche,Boxster,2017.0,28000.0,2000.0,petrol,automatic,5.0,fwd,300.0,380.0,4.9,convertible,5.0,9415050.0,Excellent
Ferrari,California,2017.0,16000.0,3900.0,petrol,automatic,5.0,fwd,560.0,755.0,3.6,convertible,4.0,25890000.0,Excellent
Mercedes,Gle 63,2017.0,72000.0,5500.0,petrol,automatic,5.0,awd,577.0,760.0,4.2,suv,5.0,12514000.0,Excellent
Porsche,Cayenne,2020.0,27000.0,4000.0,petrol,automatic,5.0,awd,453.0,620.0,4.5,coupe,5.0,18190000.0,Excellent
Audi,A8,2017.0,45000.0,3000.0,petrol,automatic,5.0,awd,286.0,600.0,5.9,sedan,5.0,9381000.0,Excellent
Toyota,Fj Cruiser,2017.0,78000.0,4000.0,petrol,automatic,5.0,awd,270.0,380.0,8.0,suv,5.0,4949590.0,Excellent
Bmw,320D,2017.0,73000.0,2000.0,diesel,automatic,5.0,fwd,190.0,400.0,7.4,sedan,5.0,2890000.0,Excellent
Lexus,Rx450H,2009.0,146000.0,3500.0,petrol hybrid,automatic,4.5,awd,327.0,350.0,9.0,suv,5.0,1999999.0,Very Good
Toyota,Passo,2017.0,79000.0,1000.0,petrol,automatic,5.0,fwd,71.0,94.0,12.0,hatchback,5.0,1199999.0,Excellent
Audi,Sq5,2020.0,16500.0,3000.0,diesel,automatic,5.0,awd,342.0,700.0,5.1,suv,5.0,10990000.0,Excellent
Mazda,Cx5,2019.0,35000.0,2500.0,petrol,automatic,5.0,awd,250.0,420.0,6.2,suv,5.0,3999999.0,Excellent
Mazda,Cx5,2017.0,41000.0,2200.0,diesel,automatic,4.5,fwd,163.0,420.0,7.5,suv,5.0,3449999.0,Very Good
Nissan,Note,2011.0,152000.0,1500.0,petrol,automatic,4.5,fwd,109.0,140.0,13.0,hatchback,5.0,649999.0,Very Good
Audi,A6,2014.0,86000.0,2000.0,petrol,automatic,4.5,fwd,181.0,300.0,8.0,sedan,5.0,2099999.0,Very Good
Mercedes,E280,2008.0,182000.0,3000.0,petrol,automatic,4.5,fwd,231.0,300.0,7.3,sedan,5.0,1349999.0,Very Good
Mazda,Roadster,2017.0,98000.0,1500.0,petrol,automatic,5.0,fwd,131.0,150.0,8.3,convertible,5.0,3490000.0,Excellent
Lexus,Rx450H,2017.0,118000.0,3500.0,petrol hybrid,automatic,5.0,awd,308.0,335.0,7.7,suv,5.0,5800000.0,Excellent
Lexus,Rx300,2018.0,73000.0,2000.0,petrol,automatic,5.0,awd,235.0,350.0,9.5,suv,7.0,5374000.0,Excellent
Lexus,Lx570,2017.0,45000.0,5700.0,petrol,automatic,5.0,awd,383.0,546.0,7.5,suv,5.0,13200000.0,Excellent
Mazda,Atenza,2017.0,85000.0,2200.0,diesel,automatic,5.0,awd,173.0,420.0,8.0,station wagon,5.0,2499999.0,Excellent
Audi,Q7,2018.0,22000.0,3000.0,petrol,automatic,5.0,awd,333.0,440.0,6.1,suv,7.0,7300000.0,Excellent
Audi,Q5,2018.0,76000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.3,suv,5.0,4690000.0,Excellent
Mercedes,Gls400,2020.0,56000.0,2900.0,diesel,automatic,5.0,awd,330.0,700.0,6.3,suv,5.0,15300000.0,Excellent
Lexus,Lx570,2018.0,50000.0,5700.0,petrol,automatic,5.0,awd,383.0,546.0,7.3,suv,5.0,13775000.0,Excellent
Suzuki,Swift,2017.0,138000.0,1200.0,petrol,manual,5.0,fwd,91.0,118.0,11.5,hatchback,5.0,1280000.0,Excellent
Land Rover,Discovery V,2020.0,47000.0,2993.0,diesel,automatic,5.0,awd,254.0,600.0,7.7,suv,5.0,10800000.0,Excellent
Mercedes,Gle350,2017.0,84000.0,3000.0,petrol,automatic,5.0,awd,258.0,620.0,7.1,coupe,5.0,8350000.0,Excellent
Audi,Rs6,2017.0,36500.0,4000.0,petrol,automatic,5.0,awd,560.0,700.0,3.9,station wagon,5.0,14482000.0,Excellent
Porsche,Cayenne,2017.0,70000.0,3600.0,petrol,automatic,5.0,awd,440.0,600.0,5.2,suv,5.0,9989981.0,Excellent
Subaru,Forester Xt,2013.0,182000.0,2000.0,diesel,manual,4.5,awd,145.0,350.0,9.9,suv,5.0,1879999.0,Very Good
Suzuki,Wagon R,2015.0,123000.0,660.0,petrol,automatic,4.5,fwd,64.0,84.0,15.0,hatchback,4.0,799999.0,Very Good
Audi,Q8,2019.0,37000.0,3000.0,petrol,automatic,5.0,awd,335.0,500.0,5.6,suv,5.0,14523000.0,Excellent
Toyota,Crown,2017.0,99000.0,3500.0,petrol,automatic,5.0,fwd,311.0,377.0,6.2,sedan,5.0,3980000.0,Excellent
Toyota,Mark X,2017.0,62000.0,2500.0,petrol,automatic,5.0,fwd,203.0,243.0,8.5,sedan,5.0,2483000.0,Excellent
Toyota,Allion,2015.0,108000.0,1500.0,petrol,automatic,4.5,fwd,110.0,145.0,11.0,sedan,5.0,1399999.0,Very Good
Toyota,Alphard,2017.0,100000.0,2400.0,petrol,automatic,4.5,fwd,160.0,220.0,8.0,van,8.0,4699999.0,Very Good
Toyota,Hilux,2013.0,149000.0,2500.0,diesel,manual,4.5,awd,144.0,383.0,8.0,double cab,5.0,2249999.0,Very Good
Lexus,Lx 600,2023.0,24000.0,3500.0,petrol,automatic,5.0,awd,409.0,650.0,7.0,suv,5.0,23900000.0,Excellent
Mercedes,Gle350,2018.0,38000.0,3000.0,diesel,automatic,5.0,awd,255.0,620.0,7.1,suv,5.0,8090000.0,Excellent
Mazda,Cx5,2017.0,27000.0,2500.0,petrol,automatic,5.0,awd,187.0,257.0,8.7,suv,5.0,3490500.0,Excellent
Mercedes,Glc,2018.0,43000.0,2140.0,diesel,automatic,5.0,awd,170.0,400.0,8.3,coupe,5.0,6210000.0,Excellent
Toyota,Rav4,2019.0,82000.0,2500.0,petrol,automatic,5.0,awd,203.0,250.0,8.5,suv,5.0,4999000.0,Excellent
Mercedes,C63 Amg,2017.0,71000.0,4000.0,petrol,automatic,5.0,fwd,470.0,650.0,4.1,sedan,5.0,9799999.0,Excellent
Mercedes,G350,2019.0,53000.0,3000.0,diesel,automatic,5.0,awd,282.0,600.0,7.5,suv,5.0,14900000.0,Excellent
Nissan,Xtrail,2017.0,73000.0,2000.0,petrol hybrid,automatic,5.0,fwd,160.0,320.0,10.0,suv,5.0,3100000.0,Excellent
Subaru,Outback,2017.0,30000.0,2500.0,petrol,automatic,5.0,awd,175.0,235.0,9.0,station wagon,5.0,3800000.0,Excellent
Bmw,X7,2019.0,47000.0,3000.0,petrol,automatic,5.0,awd,265.0,620.0,7.0,suv,6.0,11690000.0,Excellent
Volkswagen,Golf R,2017.0,64000.0,2000.0,petrol,automatic,5.0,awd,292.0,380.0,4.6,hatchback,5.0,4250000.0,Excellent
Mercedes,G63 Amg,2019.0,41000.0,5500.0,petrol,automatic,5.0,awd,577.0,850.0,4.5,suv,5.0,27200000.0,Excellent
Volkswagen,Golf Gti,2017.0,42000.0,2000.0,petrol,automatic,5.0,fwd,230.0,350.0,6.4,hatchback,5.0,3250000.0,Excellent
Toyota,Landcruiser 300 Series,2023.0,9000.0,3500.0,petrol,automatic,5.0,awd,409.0,650.0,6.7,suv,5.0,18766000.0,Excellent
Audi,A3,2017.0,80000.0,2000.0,petrol,automatic,5.0,awd,190.0,320.0,6.7,sedan,5.0,2735000.0,Excellent
Toyota,Prado,2017.0,42000.0,2800.0,diesel,automatic,5.0,awd,177.0,450.0,9.0,suv,5.0,6544900.0,Excellent
Bmw,530I,2017.0,64000.0,2000.0,petrol,automatic,5.0,awd,252.0,350.0,6.2,sedan,5.0,4350600.0,Excellent
Mercedes,C200,2017.0,60000.0,2000.0,petrol,automatic,5.0,fwd,184.0,300.0,7.3,sedan,5.0,3570000.0,Excellent
Toyota,Prado,2018.0,80000.0,2800.0,diesel,automatic,5.0,awd,177.0,177.0,12.0,suv,5.0,6666800.0,Excellent
Audi,A7,2017.0,71000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.7,sedan,5.0,4420000.0,Excellent
Jaguar,Xe Xe,2017.0,53000.0,2000.0,petrol,automatic,5.0,awd,200.0,320.0,7.1,sedan,5.0,3470000.0,Excellent
Toyota,Harrier,2017.0,97000.0,2500.0,petrol hybrid,automatic,5.0,fwd,194.0,270.0,8.1,suv,5.0,3985000.0,Excellent
Subaru,Outback,2018.0,75000.0,2500.0,petrol,automatic,5.0,awd,256.0,350.0,7.5,station wagon,5.0,3450000.0,Excellent
Honda,Vezel,2016.0,112000.0,1500.0,petrol hybrid,automatic,4.5,fwd,130.0,165.0,8.5,suv,5.0,2299999.0,Very Good
Nissan,Murano,2011.0,150000.0,3500.0,petrol,automatic,4.5,awd,265.0,336.0,8.0,suv,5.0,1199999.0,Very Good
Subaru,Impreza,2014.0,143000.0,2000.0,petrol,automatic,4.5,fwd,155.0,195.0,9.0,hatchback,5.0,1249999.0,Very Good
Nissan,Xtrail,2017.0,88000.0,2000.0,petrol,automatic,5.0,fwd,144.0,200.0,10.0,suv,5.0,2511000.0,Excellent
Volvo,Xc60,2017.0,75000.0,2000.0,petrol,automatic,5.0,awd,240.0,320.0,6.8,suv,5.0,5710000.0,Excellent
Peugeot,2008,2017.0,57000.0,1200.0,petrol,automatic,5.0,fwd,110.0,205.0,11.0,station wagon,5.0,1999999.0,Excellent
Nissan,Gtr,2018.0,71000.0,3800.0,petrol,automatic,5.0,awd,565.0,637.0,3.0,coupe,5.0,18268140.0,Excellent
Bmw,7 Series,2017.0,29000.0,2000.0,petrol hybrid,automatic,5.0,awd,326.0,500.0,5.4,sedan,5.0,7254000.0,Excellent
Subaru,Wrx,2017.0,85000.0,2000.0,petrol,automatic,5.0,awd,268.0,350.0,6.0,sedan,5.0,3450000.0,Excellent
Peugeot,3008,2017.0,82000.0,1600.0,petrol,automatic,5.0,fwd,180.0,400.0,9.0,suv,5.0,3589000.0,Excellent
Volkswagen,Arteon,2017.0,39000.0,2000.0,petrol,automatic,5.0,awd,276.0,350.0,5.6,sedan,5.0,4469000.0,Excellent
Mercedes,E220,2017.0,91000.0,2000.0,diesel,automatic,5.0,awd,194.0,400.0,7.3,station wagon,5.0,5310000.0,Excellent
Mercedes,E220,2017.0,97000.0,2000.0,diesel,automatic,5.0,fwd,194.0,400.0,7.3,station wagon,5.0,4610000.0,Excellent
Audi,A6,2017.0,66000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.7,station wagon,5.0,4397454.0,Excellent
Volkswagen,Tiguan,2017.0,78000.0,1400.0,petrol,automatic,5.0,fwd,148.0,250.0,9.0,suv,5.0,3540000.0,Excellent
Toyota,Landcruiser 200 Series,2009.0,273000.0,4200.0,diesel,automatic,4.5,awd,202.0,650.0,8.5,suv,5.0,4799999.0,Very Good
Nissan,Xtrail,2003.0,175000.0,2000.0,petrol,automatic,4.5,awd,138.0,192.0,11.5,suv,5.0,699999.0,Very Good
Mercedes,C200,2014.0,103000.0,2000.0,petrol,automatic,4.5,fwd,184.0,350.0,7.5,sedan,5.0,3299999.0,Very Good
Audi,Q5,2018.0,73000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,7.3,suv,5.0,5199999.0,Excellent
Volkswagen,Polo,2019.0,66000.0,1600.0,petrol,automatic,4.5,fwd,125.0,165.0,10.0,hatchback,5.0,1499999.0,Very Good
Mazda,Cx3,2017.0,95000.0,1500.0,diesel,automatic,5.0,awd,105.0,270.0,10.0,suv,5.0,2299999.0,Excellent
Ford,Everest,2014.0,198000.0,2500.0,diesel,manual,4.5,awd,154.0,400.0,12.0,suv,5.0,1399999.0,Very Good
Nissan,Gtr,2017.0,30000.0,3800.0,petrol,automatic,5.0,awd,565.0,637.0,2.8,coupe,5.0,14400000.0,Excellent
Porsche,Cayenne,2008.0,186000.0,3600.0,petrol,automatic,4.5,awd,300.0,400.0,8.0,suv,5.0,1699999.0,Very Good
Audi,Rsq8,2020.0,48000.0,4000.0,petrol,automatic,5.0,awd,591.0,800.0,3.7,suv,5.0,23300000.0,Excellent
Audi,Tt,2022.0,24000.0,2500.0,petrol,automatic,5.0,awd,400.0,480.0,3.8,coupe,5.0,12680000.0,Excellent
Audi,Tt,2018.0,25000.0,2500.0,petrol,automatic,5.0,awd,400.0,480.0,3.6,coupe,5.0,9918000.0,Excellent
Bmw,X6,2023.0,6000.0,4400.0,petrol,automatic,5.0,awd,617.0,750.0,3.7,coupe,5.0,24149000.0,Excellent
Bmw,X5,2020.0,28000.0,4400.0,petrol,automatic,5.0,awd,567.0,750.0,4.0,suv,7.0,17453000.0,Excellent
Bmw,X5,2018.0,28000.0,4400.0,petrol,automatic,5.0,awd,567.0,750.0,4.0,suv,7.0,12200000.0,Excellent
Bmw,X5,2018.0,44000.0,4400.0,petrol,automatic,5.0,awd,567.0,750.0,4.0,suv,7.0,12340000.0,Excellent
Toyota,Mark X,2011.0,195000.0,2500.0,petrol,automatic,4.5,fwd,211.0,243.0,8.0,sedan,5.0,1249999.0,Very Good
Audi,A5,2015.0,80000.0,2000.0,petrol,automatic,4.5,awd,211.0,350.0,7.2,sedan,5.0,2299999.0,Very Good
Nissan,Xtrail,2006.0,287000.0,2000.0,petrol,automatic,4.5,awd,138.0,192.0,11.5,suv,5.0,679999.0,Very Good
Toyota,Corolla,2000.0,427000.0,1500.0,petrol,automatic,3.0,fwd,110.0,145.0,13.0,sedan,5.0,399999.0,Average
Nissan,Note,2015.0,148000.0,1200.0,petrol,automatic,4.5,fwd,78.0,102.0,13.5,hatchback,5.0,839999.0,Very Good
Land Rover,Range Rover Sport,2016.0,61000.0,5000.0,petrol,automatic,4.5,awd,575.0,702.0,5.0,suv,5.0,13499999.0,Very Good
Bentley,Bentayga,2017.0,53000.0,6000.0,petrol,automatic,5.0,awd,600.0,900.0,4.0,suv,5.0,26999999.0,Excellent
Mazda,Bongo,2010.0,270000.0,2000.0,petrol,automatic,4.5,fwd,140.0,189.0,12.0,van,5.0,599999.0,Very Good
Nissan,Note,2015.0,111000.0,1200.0,petrol,automatic,4.5,fwd,97.0,147.0,11.0,hatchback,5.0,1099999.0,Very Good
Subaru,Forester,2018.0,65000.0,2500.0,petrol,automatic,5.0,awd,182.0,240.0,9.5,suv,5.0,3899999.0,Excellent
Porsche,Cayenne,2015.0,93000.0,3000.0,diesel,automatic,4.5,awd,258.0,550.0,7.6,suv,5.0,5999999.0,Very Good
Mercedes,Gle350,2017.0,84000.0,3000.0,diesel,automatic,5.0,awd,255.0,620.0,7.9,coupe,5.0,8499999.0,Excellent
Audi,S3,2017.0,106000.0,2000.0,petrol,automatic,5.0,awd,300.0,400.0,4.6,hatchback,5.0,3449999.0,Excellent
Mercedes,E220,2017.0,96000.0,2200.0,diesel,automatic,5.0,awd,194.0,400.0,8.0,station wagon,5.0,4749999.0,Excellent
Toyota,Premio,2018.0,92000.0,1800.0,petrol,automatic,5.0,fwd,137.0,175.0,10.0,sedan,5.0,2299999.0,Excellent
Audi,Q3,2017.0,38000.0,2000.0,petrol,automatic,5.0,awd,200.0,280.0,7.0,suv,5.0,3333444.0,Excellent
Subaru,Xv,2017.0,106000.0,2000.0,petrol,automatic,5.0,awd,150.0,196.0,11.0,suv,5.0,2412000.0,Excellent
Mazda,Axela,2017.0,47000.0,1500.0,petrol,manual,5.0,fwd,110.0,144.0,12.0,sedan,5.0,2276780.0,Excellent
Volkswagen,Golf Tsi,2017.0,26000.0,1400.0,petrol,automatic,5.0,fwd,150.0,250.0,8.5,hatchback,5.0,2389000.0,Excellent
Bmw,X7,2020.0,45000.0,4400.0,petrol,automatic,5.0,awd,523.0,750.0,4.7,suv,6.0,15300000.0,Excellent
Nissan,Xtrail,2017.0,119000.0,2000.0,petrol,automatic,5.0,fwd,144.0,200.0,10.1,suv,5.0,2330050.0,Excellent
Audi,A5,2017.0,47000.0,2000.0,petrol,automatic,5.0,awd,248.0,370.0,5.8,sedan,5.0,4333080.0,Excellent
Suzuki,Jimny,2017.0,69000.0,1300.0,petrol,automatic,5.0,fwd,84.0,110.0,14.1,suv,4.0,2345000.0,Excellent
Audi,Rsq8,2022.0,25.0,4000.0,petrol,automatic,5.0,awd,600.0,800.0,3.8,suv,5.0,33688074.0,Excellent
Lamborghini,Urus,2021.0,6000.0,4000.0,petrol,automatic,5.0,awd,650.0,850.0,3.6,suv,5.0,62659000.0,Excellent
Subaru,Forester Xt,2017.0,97000.0,2000.0,petrol,automatic,5.0,awd,240.0,350.0,7.5,suv,5.0,3321000.0,Excellent
Mercedes,Gls350,2017.0,73000.0,3000.0,diesel,automatic,5.0,awd,255.0,620.0,7.8,suv,5.0,11499999.0,Excellent
Porsche,Cayenne,2016.0,80000.0,3600.0,petrol,automatic,5.0,awd,300.0,400.0,8.0,suv,5.0,4799999.0,Excellent
Mazda,Cx5,2017.0,59000.0,2200.0,diesel,automatic,5.0,fwd,173.0,420.0,9.0,suv,5.0,3564461.0,Excellent
Mazda,Cx5,2017.0,87000.0,2500.0,petrol,automatic,5.0,awd,184.0,185.0,9.0,suv,5.0,3181000.0,Excellent
Jaguar,Xj,2017.0,26000.0,3000.0,diesel,automatic,5.0,awd,300.0,700.0,6.2,sedan,5.0,8230000.0,Excellent
Mercedes,S300,2017.0,70000.0,2200.0,diesel,automatic,5.0,awd,231.0,500.0,7.6,sedan,5.0,6745000.0,Excellent
Mini,Clubman,2017.0,90000.0,2000.0,diesel,automatic,5.0,fwd,150.0,330.0,8.6,hatchback,4.0,1989000.0,Excellent
Audi,A6,2017.0,71000.0,3000.0,petrol,automatic,5.0,awd,333.0,440.0,5.1,sedan,5.0,4499999.0,Excellent
Audi,A6,2017.0,59000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.7,sedan,5.0,3600000.0,Excellent
Nissan,Gtr,2020.0,19000.0,3800.0,petrol,automatic,5.0,awd,565.0,633.0,2.8,coupe,5.0,20668140.0,Excellent
Land Rover,Range Rover Vogue,2019.0,44000.0,3000.0,diesel,automatic,5.0,awd,275.0,625.0,8.0,suv,5.0,13334700.0,Excellent
Mercedes,Glc,2018.0,25000.0,2000.0,petrol,automatic,5.0,awd,211.0,350.0,7.5,suv,5.0,5985000.0,Excellent
Bmw,X5,2015.0,103000.0,3000.0,petrol,automatic,4.5,awd,300.0,400.0,6.4,suv,7.0,4499999.0,Very Good
Subaru,Wrx,2016.0,84000.0,2000.0,petrol,automatic,4.5,awd,300.0,400.0,6.3,sedan,5.0,3499999.0,Very Good
Mitsubishi,Pajero,1999.0,194000.0,2800.0,diesel,automatic,4.5,awd,123.0,293.0,16.0,suv,7.0,899999.0,Very Good
