Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price,Condition_Original
Bentley,Bentayga,2018.0,38000.0,4000.0,petrol,automatic,5.0,awd,550.0,770.0,4.5,suv,5.0,23230000.0,Excellent
Bentley,Flying Spur,2020.0,14000.0,6000.0,petrol,automatic,5.0,awd,635.0,900.0,3.8,sedan,5.0,36751300.0,Excellent
Volkswagen,Tiguan,2018.0,40000.0,1400.0,petrol,automatic,5.0,awd,150.0,250.0,9.2,suv,5.0,3900000.0,Excellent
Bmw,X1,2015.0,121000.0,2000.0,petrol,automatic,4.5,fwd,184.0,270.0,8.0,suv,5.0,2099999.0,Very Good
Mercedes,C180,2014.0,141000.0,1600.0,petrol,automatic,4.5,fwd,156.0,250.0,8.5,sedan,5.0,2849999.0,Very Good
Subaru,Xv,2017.0,99000.0,2000.0,petrol,automatic,5.0,awd,155.0,195.0,10.0,suv,5.0,2599999.0,Excellent
Toyota,Harrier,2007.0,187000.0,2400.0,petrol,automatic,4.5,fwd,168.0,223.0,11.0,suv,5.0,1499999.0,Very Good
Porsche,Cayenne,2018.0,82000.0,3600.0,petrol,automatic,5.0,awd,300.0,400.0,7.1,suv,5.0,8499999.0,Excellent
Nissan,Ad Van,2017.0,129000.0,1500.0,petrol,automatic,5.0,fwd,103.0,134.0,12.0,station wagon,2.0,1139999.0,Excellent
Mercedes,Glc,2018.0,48000.0,2000.0,petrol,automatic,5.0,awd,211.0,350.0,7.3,suv,5.0,5500000.0,Excellent
Audi,A5,2017.0,80000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.0,sedan,5.0,4350000.0,Excellent
Mercedes,C200,2017.0,30000.0,2000.0,petrol,automatic,5.0,fwd,181.0,300.0,7.2,sedan,5.0,3900000.0,Excellent
Volkswagen,Tiguan,2017.0,42000.0,1400.0,petrol,automatic,5.0,fwd,123.0,200.0,10.5,suv,5.0,4185000.0,Excellent
Mazda,Demio,2010.0,118000.0,1300.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,649999.0,Very Good
Mitsubishi,Pajero,2001.0,165000.0,1800.0,petrol,automatic,4.5,awd,129.0,174.0,12.0,suv,7.0,449999.0,Very Good
Toyota,Passo,2017.0,146000.0,1000.0,petrol,automatic,5.0,fwd,71.0,94.0,15.0,hatchback,5.0,1099999.0,Excellent
Volkswagen,Golf Gti,2015.0,164000.0,2000.0,petrol,automatic,4.5,fwd,220.0,350.0,5.6,hatchback,5.0,1899999.0,Very Good
Audi,A4,2016.0,88000.0,2000.0,petrol,automatic,4.5,awd,252.0,370.0,6.7,sedan,5.0,2899999.0,Very Good
Honda,Fit,2012.0,190000.0,1500.0,petrol hybrid,automatic,4.5,fwd,134.0,165.0,8.0,hatchback,5.0,799999.0,Very Good
Toyota,Landcruiser,2008.0,170000.0,2700.0,petrol,automatic,4.5,awd,163.0,236.0,11.0,suv,5.0,2699999.0,Very Good
Volkswagen,Touareg,2011.0,254000.0,3600.0,petrol,automatic,4.5,awd,237.0,360.0,8.0,suv,5.0,1199999.0,Very Good
Nissan,Patrol,1998.0,362000.0,2800.0,diesel,manual,4.5,awd,135.0,255.0,16.0,suv,5.0,979999.0,Very Good
Toyota,Landcruiser,2011.0,141000.0,2700.0,petrol,automatic,4.5,awd,163.0,236.0,11.0,suv,5.0,3299999.0,Very Good
Volkswagen,Golf R,2018.0,61000.0,2000.0,petrol,automatic,5.0,awd,292.0,380.0,4.6,hatchback,5.0,4230500.0,Excellent
Volkswagen,Golf Alltrack,2018.0,100000.0,1800.0,petrol,automatic,5.0,awd,170.0,270.0,7.7,station wagon,5.0,2399999.0,Excellent
Bmw,X5,2018.0,59000.0,4400.0,petrol,automatic,5.0,awd,567.0,750.0,4.2,suv,7.0,8897000.0,Excellent
Bmw,X5,2018.0,50000.0,3000.0,diesel,automatic,5.0,awd,255.0,560.0,6.7,suv,7.0,7350000.0,Excellent
Volkswagen,Golf Tsi,2017.0,23000.0,1400.0,petrol,automatic,5.0,fwd,125.0,200.0,9.1,hatchback,5.0,2399999.0,Excellent
Volkswagen,Arteon,2018.0,71000.0,2000.0,petrol,automatic,5.0,awd,190.0,320.0,7.7,sedan,5.0,4235000.0,Excellent
Audi,Rs7,2017.0,26000.0,4000.0,petrol,automatic,5.0,awd,560.0,700.0,3.9,sedan,5.0,9400000.0,Excellent
Mercedes,Glc 43,2018.0,41000.0,3000.0,petrol,automatic,5.0,awd,363.0,520.0,4.9,suv,5.0,9100000.0,Excellent
Bmw,X3,2019.0,20200.0,3000.0,petrol,automatic,5.0,awd,510.0,600.0,4.1,suv,5.0,13179445.0,Excellent
Toyota,Fielder,2017.0,19000.0,1500.0,petrol,automatic,5.0,fwd,109.0,141.0,10.5,station wagon,5.0,1930000.0,Excellent
Toyota,Fortuner,2011.0,138000.0,3000.0,diesel,manual,4.5,awd,168.0,390.0,8.0,suv,5.0,1999999.0,Very Good
Nissan,Note,2010.0,218000.0,1500.0,petrol,automatic,4.5,fwd,110.0,145.0,11.0,hatchback,5.0,549999.0,Very Good
Mazda,Premacy,2010.0,242000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,9.0,van,7.0,749999.0,Very Good
Volkswagen,Polo,2011.0,108000.0,1800.0,petrol,automatic,4.5,fwd,200.0,320.0,6.7,hatchback,5.0,849999.0,Very Good
Toyota,Landcruiser,2004.0,180000.0,3000.0,diesel,automatic,4.5,awd,168.0,390.0,8.0,suv,5.0,2199999.0,Very Good
Toyota,Fielder,2005.0,342000.0,1800.0,petrol,automatic,4.5,fwd,135.0,175.0,10.0,station wagon,5.0,669999.0,Very Good
Mazda,Demio,2017.0,111000.0,1300.0,petrol,automatic,5.0,fwd,94.0,137.0,11.0,hatchback,5.0,1399999.0,Excellent
Mazda,Cx5,2017.0,109000.0,2200.0,diesel,automatic,5.0,awd,174.0,420.0,7.3,suv,5.0,3329999.0,Excellent
Mazda,Demio,2017.0,114000.0,1300.0,petrol,automatic,5.0,fwd,94.0,137.0,11.0,hatchback,5.0,1399999.0,Excellent
Mazda,Atenza,2017.0,82000.0,2000.0,petrol,automatic,5.0,fwd,158.0,210.0,8.0,sedan,5.0,2659999.0,Excellent
Porsche,Cayenne,2018.0,44000.0,3000.0,petrol,automatic,5.0,awd,340.0,450.0,6.2,suv,5.0,8899999.0,Excellent
Porsche,Cayenne,2018.0,46000.0,3000.0,petrol,automatic,5.0,awd,340.0,450.0,6.2,suv,5.0,7999999.0,Excellent
Toyota,Landcruiser Zx,2023.0,7000.0,3300.0,diesel,automatic,5.0,awd,305.0,700.0,7.0,suv,5.0,18404000.0,Excellent
Daihatsu,Mira,2017.0,70000.0,660.0,petrol,automatic,5.0,fwd,58.0,68.0,17.5,hatchback,4.0,879999.0,Excellent
Nissan,Xtrail,2017.0,125000.0,2000.0,petrol,automatic,5.0,fwd,155.0,195.0,10.0,suv,5.0,2749999.0,Excellent
Mercedes,C180,2017.0,32000.0,1600.0,petrol,automatic,5.0,fwd,156.0,250.0,8.5,coupe,5.0,4050000.0,Excellent
Mercedes,C200,2017.0,36000.0,2000.0,petrol,automatic,5.0,fwd,184.0,300.0,7.2,sedan,5.0,3950000.0,Excellent
Audi,Q5,2017.0,23000.0,2000.0,petrol,automatic,5.0,awd,220.0,350.0,7.1,suv,5.0,4599999.0,Excellent
Land Rover,Range Rover Sport,2019.0,47000.0,3000.0,petrol,automatic,5.0,awd,306.0,700.0,7.1,suv,5.0,12100000.0,Excellent
Honda,Vezel,2017.0,96000.0,1500.0,petrol hybrid,automatic,5.0,fwd,130.0,165.0,8.5,suv,5.0,2649999.0,Excellent
Volkswagen,Golf Gti,2017.0,42000.0,2000.0,petrol,automatic,5.0,fwd,220.0,350.0,6.4,hatchback,5.0,3170000.0,Excellent
Volkswagen,Golf R,2017.0,34000.0,2000.0,petrol,automatic,5.0,awd,292.0,380.0,4.6,hatchback,5.0,4095500.0,Excellent
Audi,A5,2017.0,47000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.0,sedan,5.0,4450000.0,Excellent
Mercedes,Gle450,2019.0,35000.0,3000.0,petrol,automatic,5.0,awd,362.0,500.0,5.7,suv,5.0,11600000.0,Excellent
Land Rover,Range Rover Vogue,2014.0,54000.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,7.6,suv,5.0,6999999.0,Very Good
Mercedes,Glc,2017.0,51000.0,2000.0,petrol,automatic,5.0,awd,211.0,350.0,6.4,coupe,5.0,5999999.0,Excellent
Volkswagen,Golf R,2017.0,42000.0,2000.0,petrol,automatic,5.0,awd,310.0,400.0,4.6,hatchback,5.0,4449999.0,Excellent
Lexus,Lx570,2018.0,31000.0,5700.0,petrol,automatic,5.0,awd,383.0,403.0,7.7,suv,5.0,13563791.0,Excellent
Suzuki,Solio,2011.0,150000.0,1300.0,petrol,automatic,4.5,fwd,91.0,115.0,11.0,station wagon,5.0,499999.0,Very Good
Lexus,Lx570,2018.0,94000.0,5700.0,petrol,automatic,5.0,awd,383.0,403.0,7.3,suv,5.0,12789791.0,Excellent
Toyota,Chr,2017.0,92000.0,1800.0,petrol hybrid,automatic,4.5,fwd,145.0,175.0,11.0,coupe,5.0,3349999.0,Very Good
Audi,A5,2017.0,73000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.3,convertible,5.0,4823001.0,Excellent
Audi,Rs5,2018.0,42000.0,3000.0,petrol,automatic,5.0,awd,450.0,600.0,3.9,sedan,5.0,9142042.0,Excellent
Land Rover,Range Rover Sport,2020.0,27000.0,5000.0,petrol,automatic,5.0,awd,575.0,700.0,4.5,suv,5.0,19634000.0,Excellent
Jeep,Grand Cherokee,2016.0,48000.0,3600.0,petrol,automatic,5.0,awd,285.0,350.0,8.0,suv,5.0,5399999.0,Excellent
Audi,Rs5,2018.0,37000.0,3000.0,petrol,automatic,5.0,awd,450.0,600.0,3.9,sedan,5.0,9440780.0,Excellent
Toyota,Hilux,2005.0,120000.0,3000.0,diesel,automatic,4.5,awd,169.0,390.0,12.0,double cab,5.0,1699999.0,Very Good
Audi,Rs5,2018.0,42000.0,3000.0,petrol,automatic,5.0,awd,450.0,600.0,3.9,hatchback,5.0,9890042.0,Excellent
Lexus,Rx450H,2017.0,55000.0,3500.0,petrol hybrid,automatic,5.0,awd,308.0,335.0,7.7,suv,5.0,6399999.0,Excellent
Jeep,Wrangler,2017.0,30000.0,3600.0,petrol,automatic,5.0,awd,285.0,350.0,10.0,suv,5.0,5599999.0,Excellent
Mazda,Cx5,2017.0,96000.0,2200.0,diesel,automatic,5.0,fwd,163.0,420.0,7.5,suv,5.0,3399999.0,Excellent
Subaru,Forester,2009.0,185000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,10.0,suv,5.0,949999.0,Very Good
Nissan,Sylphy,2017.0,125000.0,1800.0,petrol,automatic,5.0,fwd,124.0,174.0,10.0,sedan,5.0,1649999.0,Excellent
Subaru,Outback,2011.0,149000.0,2500.0,petrol,automatic,4.5,awd,178.0,236.0,8.0,suv,5.0,1999999.0,Very Good
Toyota,Vitz,2009.0,151000.0,1300.0,petrol,automatic,4.5,fwd,95.0,145.0,9.0,hatchback,5.0,649999.0,Very Good
Mazda,Demio,2012.0,176000.0,1300.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,619999.0,Very Good
Toyota,Landcruiser 200 Series,2008.0,141000.0,4600.0,petrol,automatic,4.5,awd,316.0,460.0,9.0,suv,5.0,4399999.0,Very Good
Honda,Fit Shuttle,2017.0,129000.0,1500.0,petrol hybrid,automatic,5.0,fwd,120.0,145.0,9.0,station wagon,5.0,1849999.0,Excellent
Peugeot,308,2015.0,119000.0,1200.0,petrol,automatic,4.5,fwd,128.0,230.0,10.0,hatchback,5.0,1399999.0,Very Good
Nissan,Note,2014.0,170000.0,1200.0,petrol,automatic,4.5,fwd,94.0,147.0,10.0,hatchback,5.0,829999.0,Very Good
Subaru,Pleo,2017.0,122000.0,660.0,petrol,automatic,5.0,fwd,58.0,68.0,17.5,hatchback,5.0,849999.0,Excellent
Nissan,Elgrand,2011.0,150000.0,3500.0,petrol,automatic,4.5,fwd,280.0,366.0,7.7,van,7.0,1399999.0,Very Good
Subaru,Forester,2014.0,83000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,9.0,suv,5.0,2099999.0,Very Good
Toyota,Landcruiser,1999.0,309000.0,3000.0,diesel,automatic,4.5,awd,130.0,294.0,13.0,suv,5.0,1199999.0,Very Good
Toyota,Mark X Zio,2011.0,105000.0,2000.0,petrol,automatic,4.5,fwd,150.0,192.0,11.0,suv,7.0,1199999.0,Very Good
Mercedes,Glc 43,2017.0,124000.0,3000.0,petrol,automatic,5.0,awd,385.0,520.0,4.9,coupe,5.0,8499999.0,Excellent
Toyota,Mark X,2011.0,96000.0,2500.0,petrol,automatic,4.5,fwd,211.0,243.0,8.0,sedan,5.0,1279999.0,Very Good
Land Rover,Range Rover Velar,2018.0,16000.0,2000.0,diesel,automatic,5.0,awd,237.0,500.0,7.4,suv,5.0,13999999.0,Excellent
Land Rover,Range Rover Sport,2007.0,69000.0,3000.0,diesel,automatic,4.5,awd,188.0,440.0,11.8,suv,5.0,2799999.0,Very Good
Audi,Q7,2017.0,102000.0,3000.0,petrol,automatic,5.0,awd,333.0,444.0,6.1,suv,7.0,6899999.0,Excellent
Bmw,520I,2013.0,82000.0,2000.0,petrol,automatic,4.5,fwd,184.0,270.0,7.9,sedan,5.0,1759999.0,Very Good
Honda,Fit Shuttle,2016.0,85000.0,1500.0,petrol hybrid,automatic,4.5,fwd,120.0,145.0,9.0,station wagon,5.0,1679999.0,Very Good
Toyota,Hilux,2015.0,110000.0,3000.0,diesel,automatic,4.5,awd,184.0,450.0,9.0,double cab,5.0,3199999.0,Very Good
Nissan,Tiida,2011.0,127000.0,1500.0,petrol,automatic,4.5,fwd,110.0,145.0,11.0,hatchback,5.0,749999.0,Very Good
Toyota,Mark 2,2002.0,261000.0,2000.0,petrol,automatic,4.5,fwd,160.0,200.0,8.0,sedan,5.0,399000.0,Very Good
Land Rover,Range Rover Evoque,2013.0,104000.0,2000.0,diesel,automatic,4.5,awd,150.0,380.0,9.5,suv,5.0,3299999.0,Very Good
Audi,A5,2017.0,69000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,6.0,sedan,5.0,4323080.0,Excellent
Bmw,X5,2020.0,28000.0,4400.0,petrol,automatic,5.0,awd,600.0,750.0,4.0,suv,7.0,17453000.0,Excellent
Mercedes,E250,2018.0,38000.0,2000.0,petrol,automatic,5.0,fwd,211.0,350.0,7.0,sedan,5.0,6085000.0,Excellent
Audi,A5,2021.0,9000.0,2000.0,petrol,automatic,5.0,awd,201.0,320.0,7.0,sedan,5.0,7555000.0,Excellent
Audi,Q7,2017.0,48000.0,2000.0,petrol,automatic,5.0,awd,252.0,370.0,8.7,suv,7.0,5678000.0,Excellent
Nissan,Xtrail,2017.0,12000.0,2000.0,petrol,automatic,5.0,fwd,144.0,200.0,11.0,suv,5.0,3150000.0,Excellent
Mercedes,V220,2020.0,64000.0,2000.0,diesel,automatic,5.0,fwd,163.0,380.0,11.5,van,5.0,9366000.0,Excellent
Lamborghini,Urus,2021.0,17000.0,4000.0,petrol,automatic,5.0,awd,641.0,850.0,3.6,suv,5.0,52987345.0,Excellent
Audi,A6,2021.0,48000.0,2000.0,petrol,automatic,5.0,awd,370.0,370.0,6.2,station wagon,5.0,7855000.0,Excellent
Audi,Rs6,2017.0,64000.0,4000.0,petrol,automatic,5.0,awd,605.0,750.0,3.7,station wagon,5.0,12800000.0,Excellent
Toyota,Harrier,2017.0,61000.0,2000.0,petrol,automatic,5.0,fwd,151.0,193.0,10.0,suv,5.0,3450000.0,Excellent
Audi,Sq5,2018.0,64000.0,3000.0,petrol,automatic,5.0,awd,354.0,500.0,5.4,suv,5.0,6463700.0,Excellent
Land Rover,Range Rover Vogue,2023.0,10000.0,4400.0,petrol,automatic,5.0,awd,523.0,750.0,4.6,suv,5.0,51400000.0,Excellent
Isuzu,Mux,2022.0,64500.0,3000.0,diesel,automatic,5.0,awd,187.0,450.0,10.5,suv,3.0,8600000.0,Excellent
Mazda,Cx5 25S L Package,2019.0,27000.0,2500.0,petrol,automatic,5.0,awd,188.0,251.0,8.5,suv,5.0,4788209.0,Excellent
Toyota,Fortuner,2021.0,122000.0,2800.0,diesel,automatic,5.0,awd,201.0,500.0,10.5,suv,5.0,8182000.0,Excellent
Toyota,Harrier,2017.0,50000.0,2000.0,petrol,automatic,5.0,fwd,181.0,193.0,11.0,suv,5.0,3999999.0,Excellent
Citreon,C4,2017.0,67000.0,1200.0,petrol,automatic,5.0,fwd,82.0,118.0,10.6,hatchback,5.0,1859000.0,Excellent
Porsche,Cayenne,2019.0,42000.0,3000.0,petrol,automatic,5.0,awd,335.0,450.0,6.2,suv,5.0,10900000.0,Excellent
Subaru,Forester,2015.0,75000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,11.0,suv,5.0,2399999.0,Very Good
Porsche,Cayenne,2008.0,186000.0,3600.0,petrol,automatic,3.0,awd,300.0,400.0,8.0,suv,5.0,949999.0,Average
Mazda,Cx5,2013.0,142000.0,2200.0,diesel,automatic,4.5,fwd,163.0,420.0,7.5,suv,5.0,1549999.0,Very Good
Toyota,Mark X,2016.0,111000.0,2500.0,petrol,automatic,5.0,fwd,204.0,250.0,8.0,sedan,5.0,2399999.0,Excellent
Mazda,Demio,2016.0,135000.0,1300.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,1249999.0,Very Good
Volvo,S60,2016.0,98000.0,2000.0,petrol,automatic,4.5,fwd,152.0,250.0,8.3,sedan,5.0,1799999.0,Very Good
Nissan,Xtrail,2015.0,138000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,11.0,suv,5.0,1609999.0,Very Good
Mercedes,S300,2017.0,70000.0,2100.0,diesel hybrid,automatic,5.0,awd,228.0,500.0,6.8,sedan,5.0,6310000.0,Excellent
Nissan,Xtrail,2014.0,87000.0,2000.0,diesel,automatic,4.5,awd,148.0,320.0,11.0,suv,5.0,1499999.0,Very Good
Volvo,Xc90,2019.0,42000.0,2000.0,petrol,automatic,5.0,awd,250.0,350.0,6.8,suv,7.0,6795000.0,Excellent
Bmw,X3,2017.0,61000.0,2000.0,diesel,automatic,5.0,awd,188.0,400.0,8.0,suv,5.0,4349999.0,Excellent
Toyota,Spade,2015.0,109000.0,1500.0,petrol,automatic,4.5,fwd,109.0,145.0,12.0,hatchback,5.0,1099999.0,Very Good
Lexus,Ls300H,2017.0,97000.0,2500.0,petrol hybrid,automatic,5.0,fwd,220.0,221.0,8.4,sedan,7.0,3978000.0,Excellent
Toyota,Harrier,2016.0,140000.0,2000.0,petrol,automatic,4.5,fwd,155.0,195.0,10.0,suv,5.0,2899999.0,Very Good
Mazda,Demio,2008.0,159000.0,1300.0,petrol,automatic,4.5,fwd,94.0,137.0,11.0,hatchback,5.0,589999.0,Very Good
Mercedes,Glc,2018.0,38000.0,2100.0,diesel,automatic,5.0,awd,170.0,400.0,8.3,suv,5.0,5800000.0,Excellent
Jaguar,F Pace,2019.0,45000.0,5000.0,petrol,automatic,5.0,awd,550.0,680.0,4.3,suv,5.0,12492500.0,Excellent
Jeep,Grand Cherokee,2018.0,64000.0,3000.0,diesel,automatic,5.0,awd,240.0,570.0,8.0,suv,5.0,7726130.0,Excellent
Mercedes,G350,2018.0,25000.0,3000.0,diesel,automatic,5.0,awd,245.0,600.0,8.8,suv,5.0,14769489.0,Excellent
Mercedes,G350,2019.0,23750.0,3000.0,diesel,automatic,5.0,awd,282.0,600.0,7.4,suv,5.0,19388175.0,Excellent
Land Rover,Range Rover Vogue,2014.0,31000.0,5000.0,petrol,automatic,4.5,awd,518.0,625.0,5.5,suv,5.0,8999999.0,Very Good
Toyota,Harrier,2008.0,158000.0,2400.0,petrol,automatic,4.5,fwd,173.0,223.0,10.0,suv,5.0,1299999.0,Very Good
Bmw,X4,2015.0,56000.0,3000.0,petrol,automatic,4.5,awd,400.0,600.0,4.5,coupe,5.0,4499999.0,Very Good
Land Rover,Range Rover Vogue,2014.0,54000.0,3000.0,petrol,automatic,4.5,awd,340.0,450.0,7.5,suv,5.0,8499999.0,Very Good
Land Rover,Discovery V,2017.0,68000.0,2000.0,petrol,automatic,5.0,awd,237.0,340.0,8.2,suv,5.0,4885000.0,Excellent
Bmw,X5,2021.0,25000.0,4400.0,petrol,automatic,5.0,awd,617.0,750.0,3.9,suv,7.0,20764000.0,Excellent
Bmw,M5,2018.0,34000.0,4400.0,petrol,automatic,5.0,awd,592.0,750.0,3.4,sedan,5.0,13420000.0,Excellent
Volkswagen,Tiguan,2017.0,24000.0,1400.0,petrol,automatic,5.0,awd,148.0,250.0,9.0,suv,5.0,3950000.0,Excellent
Volkswagen,Golf Tsi,2014.0,86000.0,1200.0,petrol,automatic,4.5,fwd,90.0,160.0,11.0,hatchback,5.0,1349999.0,Very Good
Toyota,Harrier,2014.0,164000.0,2500.0,petrol hybrid,automatic,4.5,fwd,152.0,206.0,10.0,suv,5.0,2699999.0,Very Good
Mitsubishi,Triton,2019.0,72000.0,2500.0,diesel,automatic,5.0,awd,178.0,400.0,8.0,double cab,3.0,5599999.0,Excellent
Volkswagen,Golf Gti,2017.0,66000.0,2000.0,petrol,automatic,5.0,fwd,220.0,350.0,5.6,hatchback,5.0,3499999.0,Excellent
Toyota,Landcruiser 200 Series,2017.0,91000.0,4500.0,diesel,automatic,5.0,awd,268.0,650.0,9.0,suv,5.0,14585000.0,Excellent
Land Rover,Range Rover Vogue,2019.0,44000.0,3000.0,petrol,automatic,5.0,awd,400.0,550.0,6.3,suv,5.0,12757061.0,Excellent
Bmw,523I,2018.0,46000.0,2000.0,petrol,automatic,5.0,fwd,189.0,270.0,7.7,sedan,5.0,3450000.0,Excellent
Bmw,7 Series,2018.0,50000.0,3000.0,petrol,automatic,5.0,awd,320.0,450.0,5.5,sedan,5.0,6999999.0,Excellent
Audi,A7,2019.0,31000.0,3000.0,petrol,automatic,5.0,awd,335.0,500.0,5.2,coupe,5.0,6200000.0,Excellent
Porsche,Panamera,2018.0,62000.0,3000.0,petrol,automatic,5.0,awd,330.0,450.0,5.7,coupe,4.0,10750000.0,Excellent
Audi,S3,2017.0,62000.0,2000.0,petrol,automatic,5.0,awd,310.0,400.0,4.5,hatchback,5.0,4400000.0,Excellent
Mitsubishi,Pajero,2019.0,83000.0,3200.0,diesel,automatic,5.0,awd,189.0,441.0,11.5,suv,7.0,6550000.0,Excellent
Porsche,Macan,2017.0,57000.0,3000.0,petrol,automatic,5.0,awd,360.0,500.0,5.2,suv,5.0,7820000.0,Excellent
Volvo,Xc60,2017.0,42000.0,2000.0,petrol,automatic,5.0,awd,240.0,350.0,7.2,suv,5.0,5870000.0,Excellent
Volvo,S60,2017.0,27000.0,2000.0,petrol,automatic,5.0,awd,306.0,400.0,6.0,sedan,5.0,4390000.0,Excellent
Audi,Q3,2016.0,62000.0,2000.0,petrol,automatic,5.0,awd,200.0,320.0,8.0,suv,5.0,3499999.0,Excellent
Toyota,Fortuner,2021.0,42000.0,2800.0,diesel,automatic,5.0,awd,201.0,500.0,11.0,suv,5.0,7160000.0,Excellent
Toyota,Landcruiser,2019.0,59000.0,2800.0,diesel,automatic,5.0,awd,184.0,450.0,8.0,suv,5.0,9499999.0,Excellent
Toyota,Axio,2017.0,143000.0,1500.0,petrol,automatic,5.0,fwd,110.0,145.0,10.0,sedan,5.0,1849999.0,Excellent
Peugeot,308,2016.0,77000.0,1200.0,petrol,automatic,4.5,fwd,130.0,230.0,9.6,hatchback,5.0,1699999.0,Very Good
Toyota,Raum,2007.0,168000.0,1500.0,petrol,automatic,4.5,fwd,110.0,145.0,12.0,suv,5.0,749999.0,Very Good
Peugeot,3008,2018.0,75000.0,1600.0,petrol,automatic,5.0,fwd,165.0,240.0,9.0,suv,5.0,3799999.0,Excellent
Nissan,Xtrail,2012.0,142000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,10.0,suv,5.0,1449999.0,Very Good
Toyota,Landcruiser,2014.0,92000.0,4000.0,petrol,automatic,4.5,awd,272.0,372.0,9.0,suv,5.0,4399999.0,Very Good
Volvo,Xc60,2012.0,118000.0,2000.0,petrol,automatic,4.5,awd,240.0,320.0,7.9,suv,5.0,1699999.0,Very Good
Land Rover,Discovery V,2017.0,45000.0,3000.0,diesel,automatic,5.0,awd,254.0,600.0,8.2,suv,5.0,7844372.0,Excellent
Toyota,Prado,2017.0,55000.0,2800.0,diesel,automatic,5.0,awd,174.0,450.0,13.0,suv,5.0,5509281.0,Excellent
Toyota,Prado,2018.0,138000.0,2800.0,diesel,automatic,5.0,awd,174.0,450.0,13.0,suv,5.0,6032035.0,Excellent
Toyota,Prado,2018.0,77000.0,2800.0,diesel,automatic,5.0,awd,174.0,450.0,13.0,suv,5.0,6252035.0,Excellent
Mercedes,C180,2017.0,44000.0,1600.0,petrol,automatic,5.0,fwd,156.0,250.0,8.5,coupe,5.0,4480000.0,Excellent
Bmw,X5,2018.0,68000.0,3000.0,diesel,automatic,5.0,awd,255.0,560.0,6.8,suv,7.0,7450000.0,Excellent
Bmw,X6,2018.0,37000.0,4400.0,petrol,automatic,5.0,awd,567.0,750.0,4.2,coupe,5.0,9538000.0,Excellent
Nissan,Xtrail,2012.0,158000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,10.0,suv,5.0,1449999.0,Very Good
Mercedes,Gla,2017.0,65000.0,1600.0,petrol,automatic,5.0,fwd,122.0,200.0,9.0,suv,5.0,3699999.0,Excellent
Toyota,Rav4,2021.0,25000.0,2000.0,petrol,automatic,4.5,awd,155.0,195.0,10.0,suv,5.0,6199999.0,Very Good
Toyota,Estima,2016.0,137000.0,2400.0,petrol,automatic,4.5,fwd,160.0,240.0,8.0,van,5.0,1969999.0,Very Good
Toyota,Harrier,2017.0,88000.0,2000.0,petrol,automatic,4.5,fwd,155.0,195.0,10.0,suv,5.0,2949999.0,Very Good
Mazda,Familia,2000.0,272000.0,1500.0,petrol,automatic,4.5,fwd,96.0,127.0,13.0,sedan,5.0,349999.0,Very Good
Mercedes,E350,2010.0,147000.0,3500.0,petrol,automatic,4.5,fwd,268.0,350.0,6.5,sedan,5.0,1599999.0,Very Good
Land Rover,Range Rover Vogue,2018.0,50311.0,5000.0,petrol,automatic,5.0,awd,518.0,625.0,5.5,suv,5.0,16993000.0,Excellent
Volkswagen,Golf Tsi,2017.0,57000.0,1200.0,petrol,automatic,5.0,fwd,85.0,160.0,12.0,hatchback,5.0,2080000.0,Excellent
Toyota,Prado,2018.0,64000.0,2800.0,diesel,automatic,5.0,awd,177.0,450.0,12.0,suv,5.0,10999000.0,Excellent
Land Rover,Discovery V,2018.0,60000.0,3000.0,diesel,automatic,5.0,awd,258.0,600.0,8.0,suv,5.0,8320000.0,Excellent
Land Rover,Discovery V,2017.0,37000.0,3000.0,diesel,automatic,5.0,awd,258.0,600.0,8.1,suv,5.0,7900000.0,Excellent
Volvo,V60,2017.0,133000.0,2000.0,diesel,automatic,5.0,fwd,180.0,400.0,7.6,station wagon,5.0,2349999.0,Excellent
Nissan,Bluebird,2011.0,159000.0,1800.0,petrol,automatic,4.5,fwd,137.0,183.0,11.0,sedan,5.0,679999.0,Very Good
Toyota,Fielder,2016.0,128000.0,1500.0,petrol hybrid,automatic,4.5,fwd,130.0,180.0,9.0,station wagon,5.0,1699999.0,Very Good
Peugeot,3008,2017.0,70000.0,1600.0,petrol,automatic,5.0,fwd,165.0,240.0,9.0,suv,5.0,3849999.0,Excellent
