id,model_name,make_name,vehicle_type,name,price,body_type,source,current_location,drive,mileage,color,annual_insurance,year_of_manufacture,torque,fuel_type,engine_size,horse_power,acceleration,transmission,urban_consumption,highway_consumption,availability,purchase_status,condition
7443,Range Rover Velar,Land rover,Automobile,Range Rover Velar,10060000,SUV,Foreign Used,United Kingdom,AWD,53000,Grey,402400,2018,700,Diesel,3000,296,6.5,Automatic,13.5,16,direct_import_stock,Available,Excellent
7442,Patrol,Nissan,Automobile,Nissan Patrol,22450000,SUV,Foreign Used,South Africa,4WD,33000,White,898000,2022,560,Petrol,5600,400,6.6,Automatic,4.5,7,direct_import_stock,Available,Excellent
7441,GLC,Mercedes,Automobile,Mercedes Benz GLC 220d,6200000,SUV,Foreign Used,Japan,AWD,21000,Black,248000,2019,400,Diesel,2200,194,8,Automatic,15,18,direct_import_stock,Available,Excellent
7440,3008,Peugeot,Automobile,Peugeot 3008,3555555,SUV,Foreign Used,Japan,2WD,86000,White,142222,2018,240,Petrol,1600,165,9,Automatic,13,15,direct_import_stock,Available,Excellent
7439,Demio,Mazda,Automobile,Mazda Demio,1449999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,135000,White,58000,2017,230,Diesel,1500,108,8.2,Automatic,16,18,available,Available,Excellent
7437,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,2599999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,138000,White,104000,2008,236,Petrol,2700,167,12,Automatic,9,11,sell_on_behalf,Available,Very Good
7436,Vezel,Honda,Automobile,Honda Vezel,2699999,SUV,Foreign Used,"Nairobi, Kenya",2WD,91000,Black,108000,2017,165,Petrol Hybrid,1500,130,10,Automatic,32,34,available,Available,Excellent
7435,Serena,Nissan,Automobile,Nissan Serena,799999,Van,Kenyan Used,"Nairobi, Kenya",2WD,280000,Silver,32000,2014,185,Petrol,2000,148,11,Automatic,10,12,sell_on_behalf,Available,Very Good
7434,Rav4,Toyota,Automobile,Toyota Rav4,2799999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,55000,Grey,112000,2016,195,Petrol,2000,155,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7433,Forester,Subaru,Automobile,Subaru Forester,1484999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,143000,Red,60000,2009,195,Petrol,2000,155,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7432,208,Peugeot,Automobile,Peugeot 208,1379999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,75000,White,55200,2016,230,Petrol,1200,128,10,Automatic,16,18,sell_on_behalf,Available,Very Good
7431,740e,Bmw,Automobile,BMW 740e,5599999,Saloon,Foreign Used,"Nairobi, Kenya",2WD,118000,White,224000,2017,500,Petrol Hybrid,2000,326,5.4,Automatic,48,50,available,Available,Excellent
7430,XC90,Volvo,Automobile,Volvo XC90,8600000,SUV,Foreign Used,United Kingdom,AWD,40000,Silver,344000,2018,480,Petrol,2000,235,8,Automatic,12.5,16,direct_import_stock,Available,Excellent
7429,Q3,Audi,Automobile,Audi Q3,3249999,SUV,Foreign Used,"Nairobi, Kenya",2WD,60000,White,130000,2016,250,Petrol,1400,150,8.4,Automatic,15,17,available,Available,Excellent
7428,Macan,Porsche,Automobile,Porsche Macan,5699000,SUV,Foreign Used,Japan,AWD,87000,White,223960,2018,370,Petrol,2000,252,6.7,Automatic,12,14,direct_import_stock,Available,Excellent
7427,Rav4,Toyota,Automobile,Toyota Rav4,4449999,SUV,Foreign Used,"Nairobi, Kenya",2WD,61000,Black,176000,2019,195,Petrol,2000,155,10,Automatic,10,12,available,Available,Excellent
7426,Cx3,Mazda,Automobile,Mazda CX3,2299999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,88000,Red,92000,2017,270,Diesel,1500,105,9,Automatic,16,18,available,Available,Excellent
7425,Forester XT,Subaru,Automobile,Subaru Forester XT,1249999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,168000,White,51200,2008,320,Petrol,2000,230,7.8,Automatic,10,12,sell_on_behalf,Available,Very Good
7423,Demio,Mazda,Automobile,Mazda Demio,1389999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,113000,Silver,56000,2017,230,Diesel,1500,108,8.2,Automatic,15,17,available,Available,Excellent
7422,Cx3,Mazda,Automobile,Mazda CX3,2499999,Hatchback,Foreign Used,"Nairobi, Kenya",AWD,125000,Grey,100000,2017,270,Diesel,1500,105,9,Automatic,15,17,available,Available,Excellent
7420,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,9199999,SUV,Foreign Used,"Nairobi, Kenya",4WD,67000,White,368000,2018,450,Diesel,2800,174,8,Automatic,10,12,available,Available,Excellent
7419,Allion,Toyota,Automobile,Toyota Allion,1199999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,150000,Silver,48000,2009,145,Petrol,1500,110,11,Automatic,14,16,sell_on_behalf,Available,Very Good
7415,Forester XT,Subaru,Automobile,Subaru Forester XT,749999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,193000,Black,30000,2003,300,Petrol,2000,200,7.7,Automatic,9,11,sell_on_behalf,Available,Very Good
7414,Golf TSI,Volkswagen,Automobile,Volkswagen Golf TSI,2249999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,108000,White,90000,2017,250,Petrol,1400,150,8,Automatic,18,20,available,Available,Excellent
7413,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TX,3299999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,133000,Silver,132000,2012,236,Petrol,2700,167,12,Automatic,9,11,sell_on_behalf,Available,Very Good
7411,C200,Mercedes,Automobile,Mercedes Benz C200,1699999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,162000,Black,68000,2010,270,Petrol,2000,180,8.5,Automatic,10,12,sell_on_behalf,Available,Very Good
7410,XV,Subaru,Automobile,Subaru XV,2144999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,80000,Silver,86000,2016,195,Petrol,2000,155,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7409,E200,Mercedes,Automobile,Mercedes Benz E200,3999999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,56000,Silver,58000,2016,300,Petrol,2000,184,7.8,Automatic,12,14,sell_on_behalf,Available,Very Good
7408,G63 AMG,Mercedes,Automobile,Mercedes Benz G63,29131700,SUV,Foreign Used,Japan,AWD,32000,Grey,1165268,2019,850,Petrol,4000,577,4.5,Automatic,4,8,direct_import_stock,Available,Excellent
7407,Landcruiser,Toyota,Automobile,Toyota Landcruiser 70 series,13150000,SUV,Foreign Used,Australia,4WD,81000,White,526000,2022,430,Diesel,4500,202,12.5,Automatic,5,9.5,direct_import_stock,Available,Excellent
7406,RS7,Audi,Automobile,Audi RS7,17213000,Hatchback,Foreign Used,United Kingdom,AWD,25000,Grey,688520,2020,800,Petrol,4000,600,3.6,Automatic,4,8.5,direct_import_stock,Available,Excellent
7405,Cayenne,Porsche,Automobile,Porsche Cayenne GTS,16844150,SUV,Foreign Used,United Kingdom,AWD,54000,Silver,673766,2022,620,Petrol,4000,453,4.5,Automatic,7.5,10,direct_import_stock,Available,Excellent
7404,Rav4,Toyota,Automobile,Toyota Rav4,4450000,SUV,Foreign Used,Japan,AWD,89000,White,178000,2019,249,Petrol,2500,203,8.2,Automatic,12,14,direct_import_stock,Available,Excellent
7403,A3,Audi,Automobile,Audi A3,2090000,Hatchback,Foreign Used,Japan,AWD,92000,Black,83600,2018,320,Petrol,2000,190,6.2,Automatic,14,16,direct_import_stock,Available,Excellent
7402,RX300,Lexus,Automobile,Lexus RX300,5488360,SUV,Foreign Used,Japan,AWD,43000,Black,219534,2018,350,Petrol,2000,235,9.2,Automatic,12,14,direct_import_stock,Available,Excellent
7401,Note,Nissan,Automobile,Nissan Note,977499,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,111000,Red,46000,2016,127,Petrol,1200,87,12,Automatic,16,18,sell_on_behalf,Available,Very Good
7400,Polo,Volkswagen,Automobile,Volkswagen Polo,1279999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,168000,Brown,51200,2015,118,Petrol,1200,89,10,Automatic,18,20,sell_on_behalf,Available,Very Good
7399,Q5,Audi,Automobile,Audi Q5,5499999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,41000,Black,220000,2018,370,Petrol,2000,252,6.8,Automatic,10,12,sell_on_behalf,Available,Excellent
7398,Golf TSI,Volkswagen,Automobile,Volkswagen Golf TSI,2099999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,133000,White,84000,2017,250,Petrol,1400,150,8,Automatic,16,18,sell_on_behalf,Available,Very Good
7397,Alto,Suzuki,Automobile,Suzuki Alto,749999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,84000,White,30000,2017,63,Petrol,660,54,17,Automatic,24,26,sell_on_behalf,Available,Very Good
7396,Swift,Suzuki,Automobile,Suzuki Swift,1199999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,118000,White,48000,2016,160,Petrol,1600,125,10,Automatic,14,16,sell_on_behalf,Available,Very Good
7395,Forester,Subaru,Automobile,Subaru Forester,4899999,SUV,Foreign Used,"Nairobi, Kenya",AWD,41000,Black,195000,2019,195,Petrol Hybrid,2000,155,10,Automatic,14,16,available,Available,Excellent
7394,N Box,Honda,Automobile,Honda N Box,999999,Van,Foreign Used,"Nairobi, Kenya",2WD,154000,Blue,40000,2017,147,Petrol,1300,94,12,Automatic,16,18,available,Available,Excellent
7393,Pleo,Subaru,Automobile,Subaru Pleo,829999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,122000,Silver,33200,2017,68,Petrol,650,58,17.5,Automatic,24,26,available,Available,Excellent
7392,CHR,Toyota,Automobile,Toyota CHR,3180000,Hatchback,Foreign Used,Japan,2WD,65000,Black,127200,2018,139,Petrol,1800,144,10.5,Automatic,15,17.5,direct_import_stock,Available,Excellent
7391,TOYOTA LANDCRUISER ZX,Toyota,Automobile,Toyota Landcruiser ZX,17354000,SUV,Foreign Used,Japan,4WD,16000,Black,694160,2022,700,Diesel,3300,305,8,Automatic,8.5,11.5,direct_import_stock,Available,Excellent
7390,GLC,Mercedes,Automobile,Mercedes Benz GLC 220d,5580000,SUV,Foreign Used,Japan,AWD,95000,Grey,223200,2019,400,Petrol,2000,194,8,Automatic,16.7,19.2,direct_import_stock,Available,Excellent
7389,RX450h,Lexus,Automobile,Lexus RX450h,6350000,SUV,Foreign Used,Japan,AWD,62000,White,254000,2018,335,Petrol,3500,308,7.7,Automatic,16,18,direct_import_stock,Available,Excellent
7388,Lx570,Lexus,Automobile,Lexus LX 570,14000000,SUV,Foreign Used,Japan,4WD,66000,White,560000,2020,546,Petrol,5700,303,7.3,Automatic,5,7,direct_import_stock,Available,Excellent
7387,Q3,Audi,Automobile,Audi Q3,3685000,SUV,Foreign Used,Japan,AWD,77000,White,147400,2018,350,Petrol,2000,220,6.5,Automatic,9,12,direct_import_stock,Available,Excellent
7386,TT,Audi,Automobile,Audi TT,4455130,Coupe,Foreign Used,Japan,AWD,39000,Blue,178201,2018,350,Petrol,2000,220,5.3,Automatic,8.5,12.7,direct_import_stock,Available,Excellent
7385,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,7099999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,87000,White,284000,2018,236,Petrol,2700,168,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7384,X3,Bmw,Automobile,BMW X3,3699999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,109000,White,129500,2017,400,Diesel,2000,188,8,Automatic,12,14,sell_on_behalf,Available,Very Good
7381,Range Rover Sport,Land rover,Automobile,Range Rover Sport,2399999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,230000,White,96000,2007,580,Diesel,3000,245,8.5,Automatic,9,11,sell_on_behalf,Available,Very Good
7380,Impreza,Subaru,Automobile,Subaru Impreza,949999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,162000,Black,38000,2011,156,Petrol,1500,115,11.8,Automatic,14,16,sell_on_behalf,Available,Very Good
7379,SX4,Suzuki,Automobile,Suzuki SX4,649999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,160000,Silver,26000,2010,156,Petrol,1600,117,11.7,Automatic,15,17,sell_on_behalf,Sold,Very Good
7378,B180,Mercedes,Automobile,Mercedes Benz B180,2399999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,53000,Brown,96000,2017,200,Petrol,1600,120,8.5,Automatic,16,18,available,Available,Excellent
7376,Hilux,Toyota,Automobile,Toyota Hilux,6399999,Double Cab,Foreign Used,"Nairobi, Kenya",4WD,43000,Grey,256000,2020,400,Diesel,2400,148,12.8,Automatic,11,13,available,Available,Excellent
7375,Serena,Nissan,Automobile,Nissan Serena,899999,Van,Kenyan Used,"Nairobi, Kenya",2WD,153000,Silver,36000,2012,185,Petrol,2000,148,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7374,A6,Audi,Automobile,Audi A6,1799999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,102000,Black,72000,2012,320,Petrol,2000,180,7.8,Automatic,10,12,sell_on_behalf,Available,Very Good
7373,Cx5,Mazda,Automobile,Mazda CX5,3049999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,108000,Grey,122000,2017,420,Diesel,2200,163,7.7,Automatic,13,15,sell_on_behalf,Available,Very Good
7372,Vitz,Toyota,Automobile,Toyota Vitz,849999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,114000,Silver,34000,2014,85,Petrol,1000,70,13,Automatic,16,18,sell_on_behalf,Sold,Very Good
7371,Tiida,Nissan,Automobile,Nissan Tiida,579999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,185000,Black,25200,2012,145,Petrol,1500,109,11,Automatic,15,17,sell_on_behalf,Available,Very Good
7370,A3,Audi,Automobile,Audi A3,1649999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,135000,Silver,66000,2014,250,Petrol,1400,150,8,Automatic,18,20,sell_on_behalf,Available,Excellent
7369,Swift,Suzuki,Automobile,Suzuki Swift,969999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,146000,Black,38800,2015,102,Petrol,1200,94,12,Automatic,16,18,sell_on_behalf,Available,Very Good
7368,Vezel,Honda,Automobile,Honda Vezel,1759999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,73000,Silver,70400,2014,145,Petrol,1500,110,11,Automatic,14,16,sell_on_behalf,Sold,Very Good
7367,Premio,Toyota,Automobile,Toyota Premio,1349999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,157000,Silver,54000,2012,175,Petrol,1800,130,11,Automatic,12,14,sell_on_behalf,Available,Very Good
7366,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,4349999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,133000,Black,180000,2015,270,Petrol,2700,167,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7365,G63 AMG,Mercedes,Automobile,Mercedes Benz G63,23600000,SUV,Foreign Used,Japan,AWD,32000,Black,944000,2019,850,Petrol,4000,577,4.5,Automatic,5,8.5,direct_import_stock,Available,Excellent
7364,GLE450,Mercedes,Automobile,Mercedes Benz GLE 450h,10830000,SUV,Foreign Used,Japan,AWD,55000,White,433200,2019,500,Petrol,3000,362,5.7,Automatic,8.5,11,direct_import_stock,Available,Excellent
7363,Pajero,Mitsubishi,Automobile,Mitsubishi Pajero,6150000,SUV,Foreign Used,Japan,4WD,26000,Silver,246000,2019,441,Diesel,3200,189,11.5,Automatic,9,11.5,direct_import_stock,Available,Excellent
7362,GLE350,Mercedes,Automobile,Mercedes Benz GLE 350d,8780000,Convertible,Foreign Used,Japan,AWD,79000,Black,351200,2018,620,Diesel,3000,258,7,Automatic,9.5,13,direct_import_stock,Available,Excellent
7361,A5,Audi,Automobile,Audi A5,4460000,Saloon,Foreign Used,Japan,AWD,78000,Blue,178400,2018,370,Petrol,2000,252,6,Automatic,12,14,direct_import_stock,Available,Excellent
7360,E220,Mercedes,Automobile,Mercedes Benz E220d,3099999,Saloon,Foreign Used,"Nairobi, Kenya",2WD,70000,Black,124000,2016,400,Petrol,2200,170,8.4,Automatic,18,20,available,Available,Excellent
7359,320i,Bmw,Automobile,BMW 320i,979999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,218000,Silver,39200,2007,195,Petrol,2000,155,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7358,Legacy,Subaru,Automobile,Subaru Legacy,559999,Saloon,Kenyan Used,"Nairobi, Kenya",AWD,187000,Silver,22400,2005,195,Petrol,2000,155,10,Automatic,10,12,available,Available,Very Good
7357,Rav4,Toyota,Automobile,Toyota Rav4,747499,SUV,Kenyan Used,"Nairobi, Kenya",2WD,250000,White,29900,2004,205,Petrol,2400,178,11,Automatic,10,12,sell_on_behalf,Available,Very Good
7356,A6,Audi,Automobile,Audi A6,1899999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,77000,Silver,72000,2012,320,Petrol,2000,186,7.7,Automatic,10,12,sell_on_behalf,Available,Very Good
7355,Arteon,Volkswagen,Automobile,Volkswagen Arteon,4350000,Saloon,Foreign Used,Japan,AWD,58000,Black,174000,2019,350,Petrol,2000,268,5.9,Automatic,12,14,direct_import_stock,Available,Excellent
7354,Vitz,Toyota,Automobile,Toyota Vitz,1429999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,101000,White,57200,2017,123,Petrol,1300,100,10,Automatic,16,18,available,Available,Excellent
7353,X1,Bmw,Automobile,BMW X1,1199999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,237000,Black,48000,2010,270,Petrol,2000,184,8.5,Automatic,10,12,sell_on_behalf,Sold,Very Good
7352,Legacy,Subaru,Automobile,Subaru Legacy,1092499,Station Wagon,Kenyan Used,"Nairobi, Kenya",AWD,153000,Black,44700,2011,235,Petrol,2500,173,8,Automatic,10,12,sell_on_behalf,Available,Very Good
7350,March,Nissan,Automobile,Nissan March,629999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,225000,Silver,25200,2015,105,Petrol,1200,78,14,Automatic,18,20,sell_on_behalf,Available,Very Good
7349,Note,Nissan,Automobile,Nissan Note,1469999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,77000,Red,58800,2017,245,Petrol,1200,109,10,Automatic,28,30,available,Available,Excellent
7347,GLE 400D,Mercedes,Automobile,Mercedes Benz GLE 400d,14941000,SUV,Foreign Used,Japan,AWD,34000,White,597640,2020,700,Diesel,3000,330,5.7,Automatic,9.5,13.5,direct_import_stock,Available,Excellent
7346,X1,Bmw,Automobile,BMW X1,2499999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,103000,Silver,100000,2016,300,Petrol,2000,184,8.3,Automatic,10,12,sell_on_behalf,Available,Very Good
7345,Megane,Renault,Automobile,Renault Megane,1799999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,82000,White,72000,2015,205,Petrol,1200,130,11,Automatic,16,18,available,Available,Excellent
7344,Fit,Honda,Automobile,Honda Fit,1264999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,148000,Blue,50600,2016,180,Petrol Hybrid,1500,150,11,Automatic,32,34,sell_on_behalf,Available,Very Good
7343,Partner,Ashok Leyland,Automobile,Ashok Leyland Partner,2299999,Truck,Kenyan Used,"Nairobi, Kenya",2WD,30000,Green,92000,2016,320,Diesel,3000,120,15,Manual,5,7,sell_on_behalf,Available,Very Good
7342,Q5,Audi,Automobile,Audi Q5,4899999,SUV,Foreign Used,"Nairobi, Kenya",AWD,93000,White,196000,2018,370,Petrol,2000,252,6.8,Automatic,10,12,available,Sold,Excellent
7341,TOYOTA LANDCRUISER ZX,Toyota,Automobile,Toyota Landcruiser ZX,18200000,SUV,Foreign Used,Japan,AWD,3000,White,728000,2024,650,Petrol,3500,409,6.7,Automatic,6.7,10.5,direct_import_stock,Available,Excellent
7340,Lx570,Lexus,Automobile,Lexus LX 570,13300000,SUV,Foreign Used,Japan,4WD,84000,White,532000,2019,546,Petrol,5700,383,7.3,Automatic,4.5,7,direct_import_stock,Available,Excellent
7339,Macan,Porsche,Automobile,Porsche Macan,7361900,SUV,Foreign Used,Japan,AWD,82000,White,294440,2018,500,Petrol,3000,360,5,Automatic,7.5,10,direct_import_stock,Available,Excellent
7338,Axela,Mazda,Automobile,Mazda Axela,1849999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,117000,Silver,74000,2016,420,Diesel,2200,163,7.1,Automatic,16,18,sell_on_behalf,Available,Very Good
7337,750i,Bmw,Automobile,BMW 750i,1899999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,144000,Black,76000,2007,500,Petrol,4800,360,5.6,Automatic,8,10,sell_on_behalf,Available,Very Good
7336,RX270,Lexus,Automobile,Lexus RX270,2799999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,128000,Grey,120000,2014,252,Petrol,2700,187,9.6,Automatic,10,12,sell_on_behalf,Available,Very Good
7335,Forester,Subaru,Automobile,Subaru Forester,2849999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,98000,Green,114000,2016,195,Petrol,2000,155,9,Automatic,10,12,sell_on_behalf,Available,Very Good
7334,Insight,Honda,Automobile,Honda Insight,862499,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,133000,Grey,34500,2010,167,Petrol Hybrid,1400,97,12.4,Automatic,22,24,sell_on_behalf,Available,Very Good
7333,Note,Nissan,Automobile,Nissan Note,1057999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,181000,White,43000,2015,147,Petrol,1200,94,11,Automatic,18,11,sell_on_behalf,Available,Very Good
7331,March,Nissan,Automobile,Nissan March,399999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,149000,Brown,16000,2008,105,Petrol,1200,78,14,Automatic,18,20,sell_on_behalf,Available,Very Good
7330,Harrier,Toyota,Automobile,Toyota Harrier,3499999,SUV,Foreign Used,"Nairobi, Kenya",AWD,84000,White,143000,2017,185,Petrol,2000,155,10,Automatic,12,14,available,Available,Excellent
7329,Hilux,Toyota,Automobile,Toyota Hilux Double cab,6157000,Double Cab,Foreign Used,Thailand,4WD,27500,White,246280,2019,450,Diesel,2800,174,10,Automatic,8,10,direct_import_stock,Available,Excellent
7328,Fielder,Toyota,Automobile,Toyota Corolla Fielder,1889095,Hatchback,Foreign Used,Japan,2WD,89304,White,75563,2018,169,Petrol Hybrid,1500,100,11,Automatic,28,30,direct_import_stock,Available,Excellent
7327,Outlander,Mitsubishi,Automobile,Mitsubishi Outlander PHEV,3280000,SUV,Foreign Used,Japan,AWD,82000,Silver,131200,2018,195,Petrol Hybrid,2000,200,10.5,Automatic,14,18,direct_import_stock,Available,Excellent
7326,Q5,Audi,Automobile,Audi Q5,4590000,SUV,Foreign Used,Japan,AWD,86000,White,183600,2019,370,Petrol,2000,248,6.3,Automatic,8.5,13,direct_import_stock,Available,Excellent
7325,Cx5,Mazda,Automobile,Mazda CX5,3395000,SUV,Foreign Used,Japan,2WD,42000,Maroon,135800,2019,200,Petrol,2000,154,10.5,Automatic,10,14,direct_import_stock,Available,Excellent
7324,F pace,Jaguar,Automobile,Jaguar F pace,7561460,SUV,Foreign Used,United Kingdom,AWD,40000,Red,302440,2018,365,Petrol,2000,247,5.3,Automatic,10,12,direct_import_stock,Available,Excellent
7323,Outback,Subaru,Automobile,Subaru Outback,3370000,Hatchback,Foreign Used,Japan,AWD,97000,Blue,134800,2018,235,Petrol,2500,175,9.5,Automatic,9.5,12,direct_import_stock,Available,Excellent
7322,GTR,Nissan,Automobile,Nissan GTR,15115000,Coupe,Foreign Used,Japan,AWD,20000,Silver,604600,2019,633,Petrol,3800,569,3,Automatic,7,9,direct_import_stock,Available,Excellent
7321,X7,Bmw,Automobile,BMW X7,14990000,SUV,Foreign Used,Japan,AWD,27000,White,599600,2021,750,Petrol,4400,523,4.7,Automatic,5,9,direct_import_stock,Available,Excellent
7320,NV 200,Nissan,Automobile,Nissan NV200,957000,Van,Kenyan Used,"Nairobi, Kenya",2WD,83000,Grey,38280,2014,145,Petrol,1500,110,12,Automatic,13,15,sell_on_behalf,Available,Very Good
