id,model_name,make_name,vehicle_type,name,price,body_type,source,current_location,drive,mileage,color,annual_insurance,year_of_manufacture,torque,fuel_type,engine_size,horse_power,acceleration,transmission,urban_consumption,highway_consumption,availability,purchase_status,condition
7278,208,Peugeot,Automobile,Peugeot 208,1499999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,63000,White,60000,2017,230,Petrol,1200,128,10,Automatic,16,18,available,Available,Excellent
7275,Note,Nissan,Automobile,Nissan Note,1249999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,91000,White,50000,2016,147,Petrol,1200,97,11,Automatic,16,18,sell_on_behalf,Available,Very Good
7273,LX 600,Lexus,Automobile,Lexus LX 600,29999999,SUV,Foreign Used,Japan,4WD,6000,White,1200000,2023,650,Petrol,3500,409,7,Automatic,8,10,direct_import_stock,Available,Excellent
7272,M5,Bmw,Automobile,BMW M5,16933100,Saloon,Foreign Used,United Kingdom,AWD,23000,Grey,677324,2018,750,Petrol,4400,600,3.4,Automatic,5,9,direct_import_stock,Available,Excellent
7271,GLC 43,Mercedes,Automobile,Mercedes Benz GLC 43,8999999,SUV,Foreign Used,Japan,AWD,66000,Silver,360000,2018,520,Petrol,3000,362,5,Automatic,8,11,direct_import_stock,Available,Excellent
7270,Forester,Subaru,Automobile,Subaru Forester,3550000,SUV,Foreign Used,Japan,AWD,51000,Silver,142000,2018,239,Petrol,2500,182,9.5,Automatic,9,13,direct_import_stock,Available,Excellent
7269,Axela,Mazda,Automobile,Mazda Axela Sport,2199999,Hatchback,Foreign Used,Japan,2WD,36000,Navy Blue,88000,2018,144,Petrol,1500,110,9.5,Automatic,16,18,direct_import_stock,Available,Excellent
7268,CX 9,Mazda,Automobile,Mazda CX 9,5890000,SUV,Foreign Used,Japan,AWD,51000,Grey,235600,2018,420,Petrol,2500,250,8.2,Automatic,9,12,direct_import_stock,Available,Excellent
7267,Patrol,Nissan,Automobile,Nissan Patrol,21250000,SUV,Foreign Used,South Africa,4WD,36000,White,850000,2022,560,Petrol,5600,400,6.6,Automatic,5,7,direct_import_stock,Available,Excellent
7266,RSQ8,Audi,Automobile,Audi RSQ8,34100000,SUV,Foreign Used,United Kingdom,AWD,7000,Blue,1364000,2023,800,Petrol,4000,591,3.8,Automatic,5.5,8,direct_import_stock,Available,Excellent
7265,Cayenne,Porsche,Automobile,Porsche Cayenne GTS,7250000,SUV,Foreign Used,Japan,AWD,63000,White,290000,2018,600,Petrol,3600,440,5.2,Automatic,7.5,10,direct_import_stock,Available,Excellent
7264,Forester,Subaru,Automobile,Subaru Forester,999999,SUV,Foreign Used,"Nairobi, Kenya",AWD,172000,White,40000,2007,300,Petrol,2000,230,7.5,Automatic,8,10,sell_on_behalf,Available,Very Good
7263,Ractis,Toyota,Automobile,Toyota Ractis,549999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,202000,Silver,25200,2008,145,Petrol,1500,110,11,Automatic,15,17,sell_on_behalf,Available,Very Good
7262,S60,Volvo,Automobile,Volvo S60,1699999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,76000,Black,68000,2016,250,Petrol,1500,150,8.5,Automatic,16,18,sell_on_behalf,Available,Very Good
7261,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,5799999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,83000,Black,232000,2017,236,Petrol,2700,163,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7260,Cx3,Mazda,Automobile,Mazda CX3,2499999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,100000,White,100000,2017,195,Petrol,2000,155,10,Automatic,12,14,available,Available,Excellent
7257,E200,Mercedes,Automobile,Mercedes Benz E200,4649999,Saloon,Kenyan Used,"Nairobi, Kenya",AWD,96000,Silver,192000,2017,300,Petrol,2000,184,8.3,Automatic,14,16,available,Available,Excellent
7256,C200,Mercedes,Automobile,Mercedes Benz C200,3799999,Saloon,Foreign Used,"Nairobi, Kenya",AWD,118000,Silver,152000,2016,350,Petrol,2000,184,7.2,Automatic,10,12,available,Available,Excellent
7254,Passo,Toyota,Automobile,Toyota Passo,719999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,223000,White,28800,2015,94,Petrol,1000,71,15,Automatic,18,20,sell_on_behalf,Available,Very Good
7253,Landcruiser 300 series,Toyota,Automobile,Toyota Landcruiser 300,19404000,SUV,Foreign Used,Japan,4WD,28000,White,776160,2023,700,Diesel,3300,302,8,Automatic,8.5,13,direct_import_stock,Available,Excellent
7252,WRX,Subaru,Automobile,Subaru WRX STI,1499999,Saloon,Kenyan Used,"Nairobi, Kenya",AWD,152000,Blue,60000,2013,393,Petrol,2500,305,4.9,Automatic,7,9,sell_on_behalf,Available,Very Good
7251,Golf R,Volkswagen,Automobile,Volkswagen Golf R,4599999,Hatchback,Foreign Used,Japan,AWD,61000,White,184000,2018,380,Petrol,2000,288,4.6,Automatic,10,16,direct_import_stock,Available,Excellent
7250,S63 AMG,Mercedes,Automobile,Mercedes Benz S63 L,15499170,Saloon,Foreign Used,United Kingdom,4WD,61000,Black,579966,2018,900,Petrol,4000,603,3.5,Automatic,7.6,11.5,direct_import_stock,Available,Excellent
7249,C200,Mercedes,Automobile,Mercedes Benz C200,4650000,Saloon,Foreign Used,Japan,2WD,19000,Blue,186000,2019,280,Petrol,1500,181,7.7,Automatic,13.5,18,direct_import_stock,Available,Excellent
7248,Cayenne,Porsche,Automobile,Porsche Cayenne,14193590,SUV,Foreign Used,United Kingdom,AWD,21532,Silver,567740,2021,450,Petrol,3000,355,5.9,Automatic,8.5,13,direct_import_stock,Available,Excellent
7247,Rav4,Toyota,Automobile,Toyota Rav4,4685000,SUV,Foreign Used,Japan,4WD,63000,Black,187400,2019,249,Petrol,2500,203,8.2,Automatic,9.2,13,direct_import_stock,Available,Excellent
7246,Cayenne,Porsche,Automobile,Porsche Cayenne Turbo,16988000,SUV,Foreign Used,United Kingdom,AWD,41000,Brown,679540,2019,770,Petrol,4000,541,4.1,Automatic,6.6,10,direct_import_stock,Available,Excellent
7245,Defender,Land rover,Automobile,Landrover Defender 110,14700000,SUV,Foreign Used,United Kingdom,2WD,49000,Grey,588000,2020,430,Diesel,2000,237,9.1,Automatic,11,13.5,direct_import_stock,Available,Excellent
7243,A7,Audi,Automobile,Audi A7,6199999,Coupe,Foreign Used,Japan,AWD,31000,White,248000,2018,370,Petrol,2000,252,6,Automatic,11,15,direct_import_stock,Available,Excellent
7242,Forester XT,Subaru,Automobile,Subaru Forester XT,1799999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,157000,Blue,72000,2013,350,Petrol,2000,250,7.2,Automatic,10,12,sell_on_behalf,Available,Very Good
7240,Kluger,Toyota,Automobile,Toyota Kluger,1099999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,236000,Blue,48000,2006,221,Petrol,2400,160,10.5,Automatic,9,11,sell_on_behalf,Available,Very Good
7239,Legacy,Subaru,Automobile,Subaru Legacy,799999,Station Wagon,Kenyan Used,"Nairobi, Kenya",AWD,193000,White,34000,2006,347,Petrol,2000,250,6.7,Automatic,10,12,sell_on_behalf,Available,Very Good
7238,Crv,Honda,Automobile,Honda CRV,1499999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,158000,Red,60000,2010,220,Petrol,2400,178,9.5,Automatic,10,12,sell_on_behalf,Available,Very Good
7237,Note,Nissan,Automobile,Nissan Note,779999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,176000,Silver,31200,2013,102,Petrol,1200,78,13.5,Automatic,16,18,sell_on_behalf,Available,Very Good
7236,Vitz,Toyota,Automobile,Toyota Vitz,1199999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,135000,Black,48000,2016,123,Petrol,1300,100,10.5,Automatic,16,18,sell_on_behalf,Available,Very Good
7235,Wish,Toyota,Automobile,Toyota Wish,1379999,Station Wagon,Kenyan Used,"Nairobi, Kenya",2WD,227000,White,60000,2014,173,Petrol,1800,143,10.5,Automatic,14,15,available,Available,Very Good
7234,Discovery IV,Land rover,Automobile,Landrover Discovery IV,2899999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,189000,Brown,116000,2010,600,Diesel,3000,258,7.6,Automatic,11,13,sell_on_behalf,Available,Very Good
7231,B180,Mercedes,Automobile,Mercedes Benz B180,849999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,74000,Red,34000,2010,175,Petrol,1600,116,11,Automatic,12,14,sell_on_behalf,Available,Very Good
7230,Q7,Audi,Automobile,Audi Q7,1799999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,184000,Black,72000,2007,500,Diesel,3000,233,8,Automatic,8,10,sell_on_behalf,Available,Very Good
7229,ML350,Mercedes,Automobile,Mercedes Benz ML350,4699999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,83000,White,188000,2015,370,Petrol,3500,302,7.6,Automatic,8,10,sell_on_behalf,Available,Very Good
7228,Golf R,Volkswagen,Automobile,Volkswagen Golf R,4450500,Hatchback,Foreign Used,Japan,AWD,42000,Blue,178020,2018,192,Petrol,2000,150,11,Automatic,10,12,direct_import_stock,Available,Excellent
7227,Golf GTI,Volkswagen,Automobile,Volkswagen Golf GTI,3337000,Hatchback,Foreign Used,Japan,2WD,53000,White,133480,2018,350,Petrol,2000,220,6,Automatic,10,15,direct_import_stock,Available,Excellent
7226,Golf TSI,Volkswagen,Automobile,Volkswagen Golf,4600000,Hatchback,Foreign Used,Japan,2WD,60000,Blue,184000,2018,160,Petrol,1200,110,10.2,Automatic,17,20,direct_import_stock,Available,Excellent
7225,A5,Audi,Automobile,Audi A5,4560000,Coupe,Foreign Used,Japan,AWD,50000,White,182400,2018,370,Petrol,2000,252,5.7,Automatic,9.5,14.3,direct_import_stock,Available,Excellent
7224,Q5,Audi,Automobile,Audi Q5,4600000,SUV,Foreign Used,Japan,AWD,60000,White,184000,2018,370,Petrol,2000,252,5.9,Automatic,9.3,13.9,direct_import_stock,Available,Excellent
7223,Fit,Honda,Automobile,Honda Fit,649999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,165000,Silver,26000,2010,140,Petrol,1500,105,11,Automatic,14,16,sell_on_behalf,Available,Very Good
7222,X6,Bmw,Automobile,BMW X6,2699999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,170000,Grey,108000,2012,400,Petrol,3000,306,6.7,Automatic,8,10,sell_on_behalf,Available,Very Good
7221,Demio,Mazda,Automobile,Mazda Demio,1099999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,90000,Pink,46000,2016,230,Diesel,1500,108,8.2,Automatic,18,20,sell_on_behalf,Sold,Very Good
7220,Landcruiser 200 series,Toyota,Automobile,Toyota Landcruiser ZX,9999999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,66000,White,400000,2017,450,Petrol,4600,314,8,Automatic,6,8,sell_on_behalf,Available,Excellent
7219,IST,Toyota,Automobile,Toyota IST,1399999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,68000,Grey,56000,2014,145,Petrol,1500,110,10,Automatic,14,16,sell_on_behalf,Available,Very Good
7218,RS6,Audi,Automobile,Audi RS6,22153000,Station Wagon,Foreign Used,Japan,AWD,8000,White,886120,2021,800,Petrol,4000,591,3.5,Automatic,6.5,9,direct_import_stock,Available,Excellent
7217,Touareg,Volkswagen,Automobile,Volkswagen Touareg,14300000,SUV,Foreign Used,United Kingdom,AWD,8500,Red,572000,2023,600,Diesel,3000,282,6.1,Automatic,11,13.5,direct_import_stock,Available,Excellent
7216,Q8,Audi,Automobile,Audi Q8,12809000,SUV,Foreign Used,Japan,AWD,12000,White,512360,2019,500,Petrol,3000,335,6,Automatic,8,10,direct_import_stock,Available,Excellent
7215,GLC,Mercedes,Automobile,Mercedes Benz GLC 220d,5850000,SUV,Foreign Used,Japan,AWD,35000,White,234000,2018,400,Diesel,2200,168,8.3,Automatic,15,18,direct_import_stock,Available,Excellent
7214,Auris,Toyota,Automobile,Toyota Auris,1499999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,103000,Black,60000,2014,145,Petrol,1500,110,11,Automatic,14,16,sell_on_behalf,Available,Very Good
7212,Passat,Volkswagen,Automobile,Volkswagen Passat CC,1449999,Coupe,Kenyan Used,"Nairobi, Kenya",2WD,76000,Silver,58000,2013,250,Petrol,1800,156,8.6,Automatic,10,12,sell_on_behalf,Sold,Very Good
7211,S5,Audi,Automobile,Audi S5,6099999,Coupe,Foreign Used,"Nairobi, Kenya",AWD,80000,White,260000,2018,500,Petrol,3000,354,4.7,Automatic,10,12,available,Available,Excellent
7210,Prado,Toyota,Automobile,Toyota Prado TXL,7788800,SUV,Foreign Used,Japan,4WD,56000,White,311552,2019,450,Diesel,2800,174,11,Automatic,10,12,direct_import_stock,Available,Excellent
7208,NV 200,Nissan,Automobile,Nissan NV200,1699999,Van,Kenyan Used,"Nairobi, Kenya",2WD,109000,White,68000,2017,145,Petrol,1500,110,11,Automatic,14,16,available,Available,Excellent
7207,Q5,Audi,Automobile,Audi Q5,3349999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,96000,White,134000,2016,350,Petrol,2000,220,7.5,Automatic,10,12,sell_on_behalf,Sold,Very Good
7206,A3,Audi,Automobile,Audi A3,1799999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,111000,White,72000,2015,250,Petrol,1400,150,8,Automatic,16,18,sell_on_behalf,Available,Very Good
7205,S60,Volvo,Automobile,Volvo S60,1499999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,92000,Red,60000,2012,240,Petrol,1600,180,8.5,Automatic,13,15,sell_on_behalf,Available,Very Good
7204,GLE 400D,Mercedes,Automobile,Mercedes Benz GLE 400d,18230000,SUV,Foreign Used,Japan,AWD,16000,White,729200,2023,700,Diesel,3000,330,5.7,Automatic,10,13,direct_import_stock,Available,Excellent
7203,118i,Bmw,Automobile,BMW 118i,3676000,Hatchback,Foreign Used,Japan,2WD,29000,White,147040,2019,220,Petrol,1500,138,8.5,Automatic,16,18,direct_import_stock,Available,Excellent
7202,Q5,Audi,Automobile,Audi Q5,4899999,SUV,Foreign Used,"Nairobi, Kenya",AWD,93000,White,210000,2018,370,Petrol,2000,252,6.8,Automatic,10,12,available,Sold,Excellent
7199,Phantom,ROLLS ROYCE,Automobile,Rolls-Royce Phantom,69783000,Coupe,Foreign Used,United Kingdom,AWD,34000,Grey,2791320,2021,900,Petrol,6750,563,5.3,Automatic,4.5,6.5,direct_import_stock,Available,Excellent
7198,Patrol,Nissan,Automobile,Nissan Patrol,20700000,SUV,Foreign Used,Japan,4WD,51000,Brown,828000,2022,560,Petrol,5600,400,6.6,Automatic,5.5,7,direct_import_stock,Available,Excellent
7197,XC90,Volvo,Automobile,Volvo XC90,6999999,SUV,Foreign Used,Japan,AWD,97000,Black,280000,2019,350,Petrol,2000,250,6.8,Automatic,13,15,direct_import_stock,Available,Excellent
7196,XC90,Volvo,Automobile,Volvo XC90,7073388,SUV,Foreign Used,Japan,AWD,58000,Silver,282935,2019,350,Petrol,2000,250,7.9,Automatic,10,12,direct_import_stock,Available,Excellent
7195,S400,Mercedes,Automobile,Mercedes Benz S400,6990000,Saloon,Foreign Used,Japan,2WD,51000,White,279600,2018,480,Petrol Hybrid,3500,333,6.8,Automatic,13,15,direct_import_stock,Available,Excellent
7194,G63 AMG,Mercedes,Automobile,Mercedes Benz G63,26109000,SUV,Foreign Used,Japan,AWD,23000,White,1044360,2018,850,Petrol,4000,585,4.5,Automatic,5,8,direct_import_stock,Available,Excellent
7193,Fit,Honda,Automobile,Honda Fit,1549999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,133000,White,62000,2017,137,Petrol,1300,94,10,Automatic,16,18,available,Available,Excellent
7192,308,Peugeot,Automobile,Peugeot 308,1949999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,79000,Silver,78000,2017,230,Petrol,1200,128,10,Automatic,16,18,available,Available,Excellent
7191,Axela,Mazda,Automobile,Mazda Axela,1799999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,78000,White,72000,2016,145,Petrol,1500,109,11,Automatic,14,16,sell_on_behalf,Available,Very Good
7189,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TX,7599999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,77000,White,304000,2018,236,Petrol,2700,167,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7188,Wrangler,Jeep,Automobile,Jeep Wrangler,5799999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,80000,White,220000,2015,350,Petrol,3600,285,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7186,Hilux,Toyota,Automobile,Toyota Hilux,1549999,Pickup,Kenyan Used,"Nairobi, Kenya",2WD,250000,Grey,76000,2012,390,Diesel,3000,168,11,Manual,9,11,sell_on_behalf,Available,Very Good
7185,A180,Mercedes,Automobile,Mercedes Benz A180,3340000,Hatchback,Foreign Used,Japan,2WD,48000,White,133600,2018,200,Petrol,1600,122,8.9,Automatic,16,18,direct_import_stock,Available,Excellent
7184,GLC,Mercedes,Automobile,Mercedes Benz GLC 220d,5533111,SUV,Foreign Used,Japan,AWD,95000,Grey,221324,2019,400,Diesel,2140,194,8,Automatic,13,15,direct_import_stock,Available,Excellent
7183,Cayenne,Porsche,Automobile,Porsche Cayenne,12199999,SUV,Foreign Used,United Kingdom,AWD,43000,Navy Blue,488000,2020,450,Petrol,3000,340,6.2,Automatic,9,12,direct_import_stock,Available,Excellent
7182,Landcruiser 200 series,Toyota,Automobile,Toyota Landcruiser LC200,12887000,SUV,Foreign Used,Japan,4WD,43000,Maroon,515480,2018,439,Diesel,4500,286,9,Automatic,,,direct_import_stock,Available,Excellent
7181,Landcruiser 200 series,Toyota,Automobile,Toyota Lancruiser LC200,14750000,SUV,Foreign Used,Australia,4WD,55000,Black,590000,2019,650,Diesel,4600,268,9,Automatic,8,10,direct_import_stock,Available,Excellent
7180,Xtrail,Nissan,Automobile,Nissan Xtrail,749999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,180000,Silver,30000,2005,192,Petrol,2000,140,11.1,Automatic,10,12,sell_on_behalf,Available,Very Good
7179,NX300,Lexus,Automobile,Lexus NX300H,4099999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,90000,White,164000,2016,350,Petrol Hybrid,2500,195,7,Automatic,15,17,sell_on_behalf,Available,Very Good
7177,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado TZG,9599999,SUV,Foreign Used,"Nairobi, Kenya",4WD,27000,Brown,384000,2021,450,Diesel,2800,184,,Automatic,9,11,available,Available,Excellent
7176,Atenza,Mazda,Automobile,Mazda Atenza,1899999,Station Wagon,Kenyan Used,"Nairobi, Kenya",2WD,160000,White,76000,2016,420,Diesel,2200,174,7,Automatic,12,14,sell_on_behalf,Available,Very Good
7175,320i,Bmw,Automobile,BMW 320i,3549999,Saloon,Foreign Used,"Nairobi, Kenya",2WD,74000,White,142000,2016,320,Petrol,2000,184,7.8,Automatic,10,12,available,Available,Excellent
7174,Wrangler,Jeep,Automobile,Jeep Wrangler,5699999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,97000,Blue,228000,2017,350,Petrol,3600,285,9,Automatic,9,11,available,Available,Excellent
7172,Forester,Subaru,Automobile,Subaru Forester,1419999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,186000,White,56800,2010,195,Petrol,2000,155,10,Automatic,10,12,sell_on_behalf,Available,Very Good
7171,C200,Mercedes,Automobile,Mercedes Benz C200,2199999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,117000,Silver,88000,2013,270,Petrol,2000,181,7.8,Automatic,11,13,sell_on_behalf,Available,Very Good
7169,Harrier,Toyota,Automobile,Toyota Harrier,2999999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,86000,White,120000,2016,195,Petrol,2000,155,10,Automatic,12,14,sell_on_behalf,Available,Very Good
7168,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,2999999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,205000,Black,120000,2010,270,Petrol,2700,167,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7167,Vezel,Honda,Automobile,Honda Vezel Hybrid,2660000,SUV,Foreign Used,Japan,2WD,68000,White,106400,2018,160,Petrol,1500,152,10.1,Automatic,21,24,direct_import_stock,Available,Excellent
7166,Mark X,Toyota,Automobile,Toyota Mark X,2459900,Saloon,Foreign Used,Japan,2WD,65000,Silver,98000,2018,243,Petrol,2500,203,8.4,Automatic,10,12,direct_import_stock,Available,Excellent
7165,Outlander,Mitsubishi,Automobile,Mitsubishi Outlander PHEV,3640000,SUV,Foreign Used,Japan,4WD,70000,Black,145600,2018,332,Petrol Hybrid,2000,203,11,Automatic,50,55,direct_import_stock,Available,Excellent
7164,GLC,Mercedes,Automobile,Mercedes Benz GLC 220d,5780000,SUV,Foreign Used,Japan,AWD,37000,Grey,231200,2018,400,Diesel,2200,170,8.3,Automatic,15,17,direct_import_stock,Available,Excellent
7163,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado VXL,10999000,SUV,Foreign Used,South Africa,4WD,64000,White,439960,2018,410,Diesel,3000,173,12,Automatic,10,12,direct_import_stock,Available,Excellent
7162,Q5,Audi,Automobile,Audi Q5,5950000,SUV,Foreign Used,Japan,AWD,36000,White,238000,2019,400,Diesel,2000,190,8,Automatic,13.5,16,direct_import_stock,Available,Excellent
7161,S400,Mercedes,Automobile,Mercedes Benz S400,7571900,Saloon,Foreign Used,Japan,AWD,47000,White,302876,2018,480,Petrol,3000,333,6.1,Automatic,10,12.5,direct_import_stock,Available,Excellent
7160,7 series,Bmw,Automobile,BMW 740i,7474000,Saloon,Foreign Used,Japan,AWD,57000,Black,298960,2018,450,Petrol,3000,,5.5,Automatic,10,13,direct_import_stock,Available,Excellent
7159,Carrera,Porsche,Automobile,Porsche 911 Carrera GTS,20917000,Coupe,Foreign Used,United Kingdom,AWD,27000,Yellow,836680,2018,550,Petrol,3000,450,3.7,Automatic,10,12,direct_import_stock,Available,Excellent
7158,Lamborghini Urus,Lamborghini,Automobile,Lamborghini Urus,62110000,SUV,Foreign Used,United Kingdom,AWD,22000,Red,2484400,2020,850,Petrol,4000,650,3.6,Automatic,5.5,7,direct_import_stock,Available,Excellent
7157,Bentayga,Bentley,Automobile,Bentley Bentayga,23230000,SUV,Foreign Used,United Kingdom,AWD,38000,Orange,929200,2018,770,Petrol,4000,550,4.5,Automatic,8,9,direct_import_stock,Available,Excellent
7156,Flying spur,Bentley,Automobile,Bentley Flying Spur,36751300,Saloon,Foreign Used,United Kingdom,AWD,14000,Grey,1470040,2020,900,Petrol,6000,635,3.8,Automatic,5,7,direct_import_stock,Available,Excellent
7155,Tiguan,Volkswagen,Automobile,Volkswagen Tiguan,3900000,SUV,Foreign Used,Japan,AWD,40000,Black,156000,2018,250,Petrol,1400,150,9.2,Automatic,12,14,direct_import_stock,Available,Excellent
7151,X1,Bmw,Automobile,BMW X1,2099999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,121000,White,84000,2015,270,Petrol,2000,184,8,Automatic,10,12,sell_on_behalf,Available,Very Good
7150,C180,Mercedes,Automobile,Mercedes Benz C180,2849999,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,141000,Black,114000,2014,250,Petrol,1600,156,8.5,Automatic,14,16,sell_on_behalf,Available,Very Good
7148,XV,Subaru,Automobile,Subaru XV,2599999,SUV,Foreign Used,"Nairobi, Kenya",AWD,99000,Blue,104000,2017,195,Petrol,2000,155,10,Automatic,10,12,available,Available,Excellent
7146,Harrier,Toyota,Automobile,Toyota Harrier,1499999,SUV,Kenyan Used,"Nairobi, Kenya",2WD,187000,Black,60000,2007,223,Petrol,2400,168,11,Automatic,10,12,sell_on_behalf,Available,Very Good
7145,Cayenne,Porsche,Automobile,Porsche Cayenne,8499999,SUV,Foreign Used,"Nairobi, Kenya",AWD,82000,Brown,340000,2018,400,Petrol,3600,300,7.1,Automatic,9,11,available,Available,Excellent
7143,AD Van,Nissan,Automobile,Nissan AD Van,1139999,Station Wagon,Foreign Used,"Nairobi, Kenya",2WD,129000,Grey,45600,2017,134,Petrol,1500,103,12,Automatic,14,16,available,Available,Excellent
7142,GLC,Mercedes,Automobile,Mercedes Benz GLC 250,5500000,SUV,Foreign Used,Japan,AWD,48000,Grey,220000,2018,350,Petrol,2000,211,7.3,Automatic,12,14,direct_import_stock,Available,Excellent
7141,A5,Audi,Automobile,Audi A5,4350000,Saloon,Foreign Used,Japan,AWD,80000,White,174000,2017,370,Petrol,2000,252,6,Automatic,12,14.5,direct_import_stock,Available,Excellent
7140,C200,Mercedes,Automobile,Mercedes Benz C200,3900000,Saloon,Foreign Used,Japan,2WD,30000,White,156000,2017,300,Petrol,2000,181,7.2,Automatic,16,18,direct_import_stock,Available,Excellent
7139,Tiguan,Volkswagen,Automobile,Volkswagen Tiguan,4185000,SUV,Foreign Used,Japan,2WD,42000,White,167400,2017,200,Petrol,1400,123,10.5,Automatic,12,15,direct_import_stock,Available,Excellent
7138,Demio,Mazda,Automobile,Mazda Demio,649999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,118000,White,26000,2010,137,Petrol,1300,94,11,Automatic,16,18,sell_on_behalf,Sold,Very Good
7137,Pajero,Mitsubishi,Automobile,Mitsubishi Pajero IO,449999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,165000,Silver,18000,2001,174,Petrol,1800,129,12,Automatic,10,12,sell_on_behalf,Sold,Very Good
7135,Passo,Toyota,Automobile,Toyota Passo,1099999,Hatchback,Foreign Used,"Nairobi, Kenya",2WD,146000,White,48000,2017,94,Petrol,1000,71,15,Automatic,18,20,available,Available,Excellent
7134,Golf GTI,Volkswagen,Automobile,Volkswagen Golf GTI,1899999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,164000,White,76000,2015,350,Petrol,2000,220,5.6,Automatic,10,12,sell_on_behalf,Available,Very Good
7133,A4,Audi,Automobile,Audi A4,2899999,Saloon,Kenyan Used,"Nairobi, Kenya",AWD,88000,Silver,116000,2016,370,Petrol,2000,252,6.7,Automatic,10,12,sell_on_behalf,Available,Very Good
7132,Fit,Honda,Automobile,Honda Fit,799999,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,190000,Blue,32000,2012,165,Petrol Hybrid,1500,134,8,Automatic,30,32,sell_on_behalf,Available,Very Good
7131,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,2699999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,170000,Silver,10800,2008,236,Petrol,2700,163,11,Automatic,,11,sell_on_behalf,Available,Very Good
7130,Touareg,Volkswagen,Automobile,Volkswagen Touareg,1199999,SUV,Kenyan Used,"Nairobi, Kenya",AWD,254000,Black,48000,2011,360,Petrol,3600,237,8,Automatic,9,11,sell_on_behalf,Available,Very Good
7129,Patrol,Nissan,Automobile,Nissan Patrol,979999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,362000,Red,39200,1998,255,Diesel,2800,135,16,Manual,10,12,sell_on_behalf,Available,Very Good
7128,Landcruiser,Toyota,Automobile,Toyota Landcruiser Prado,3299999,SUV,Kenyan Used,"Nairobi, Kenya",4WD,141000,Black,132000,2011,236,Petrol,2700,163,11,Automatic,9,11,sell_on_behalf,Available,Very Good
7127,Golf R,Volkswagen,Automobile,Volkswagen Golf R,4230500,Hatchback,Foreign Used,Japan,AWD,61000,Blue,169220,2018,380,Petrol,2000,292,4.6,Automatic,9,13,direct_import_stock,Available,Excellent
7126,Golf Alltrack,Volkswagen,Automobile,Volkswagen Golf Alltrack,2399999,Station Wagon,Foreign Used,Japan,AWD,100000,Red,95999,2018,270,Petrol,1800,170,7.7,Automatic,10.5,13,direct_import_stock,Available,Excellent
