mileage,year_of_production,horse_power,engine_size,seats,price_ksh,fuel_type,transmission,car_name,body_type,annual_insurance,condition,source
"96,000km",2018/3,,"1,310cc",5,6130.0,PETROL,AT,,Hatchback,,,SBT-Japan
"66,000km",2018/11,,"1,490cc",5,6090.0,PETROL,AT,,Hatchback,,,SBT-Japan
"66,000km",2018/5,,"1,310cc",5,6070.0,PETROL,AT,,Hatchback,,,SBT-Japan
"95,000km",2018/3,,"1,490cc",5,5850.0,DIESEL,AT,,Hatchback,,,SBT-Japan
"56,000km",2018/6,,"1,320cc",5,5830.0,PETROL,AT,,Hatchback,,,SBT-Japan
"31,000km",2018/8,,990cc,5,5800.0,PETROL,AT,,Hatchback,,,SBT-Japan
"137,000km",2018/4,,"1,310cc",5,5780.0,PETROL,AT,,Hatchback,,,SBT-Japan
"59,000km",2018/10,,"1,320cc",5,5730.0,PETROL,AT,,Hatchback,,,SBT-Japan
"71,000km",2018/2,,"1,490cc",5,5730.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"73,000km",2018/6,,"1,990cc",8,5620.0,PETROL,AT,,Mini Van,,,SBT-Japan
"54,000km",2018/3,,990cc,5,5570.0,PETROL,AT,,Hatchback,,,SBT-Japan
"59,000km",2018/3,,990cc,5,5530.0,PETROL,AT,,Hatchback,,,SBT-Japan
"56,000km",2018/7,,990cc,5,5440.0,PETROL,AT,,Hatchback,,,SBT-Japan
"98,000km",2018/12,,"1,310cc",5,5430.0,PETROL,AT,,Hatchback,,,SBT-Japan
"127,000km",2018/7,,"1,590cc",5,5420.0,PETROL,AT,,Sedan,,,SBT-Japan
"101,000km",2018/1,,"1,310cc",5,5420.0,PETROL,AT,,Hatchback,,,SBT-Japan
"165,000km",2019/2,,"1,500cc",,5420.0,PETROL,AT,,Van,,,SBT-Japan
"148,000km",2018/1,,"1,490cc",2[5],5350.0,PETROL,AT,,Van,,,SBT-Japan
"203,000km",2018/2,,"1,490cc",2[5],5350.0,PETROL,AT,,Van,,,SBT-Japan
"44,000km",2018/1,,990cc,5,5200.0,PETROL,AT,,Hatchback,,,SBT-Japan
"187,000km",2018/8,,"1,490cc",5,5170.0,HYBRID(PETROL),AT,,Sedan,,,SBT-Japan
"200,000km",2018/10,,"1,310cc",5,5130.0,PETROL,AT,,Hatchback,,,SBT-Japan
"241,000km",2018/2,,"1,490cc",2[5],5070.0,PETROL,AT,,Van,,,SBT-Japan
"104,000km",2018/3,,990cc,5,5050.0,PETROL,AT,,Hatchback,,,SBT-Japan
"59,000km",2018/1,,"1,240cc",5,5000.0,PETROL,AT,,Hatchback,,,SBT-Japan
"161,000km",2018/3,,"1,310cc",5,4960.0,PETROL,AT,,Hatchback,,,SBT-Japan
"75,000km",2018/3,,"1,490cc",5,4810.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"86,000km",2018/9,,"1,240cc",5,4790.0,PETROL,AT,,Hatchback,,,SBT-Japan
"150,000km",2018/1,,"1,490cc",5,4740.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"46,000km",2018/9,,990cc,5,4670.0,PETROL,AT,,Hatchback,,,SBT-Japan
"36,000km",2018/12,,990cc,5,4670.0,PETROL,AT,,Hatchback,,,SBT-Japan
"117,000km",2018/12,,"1,320cc",2[5],4660.0,PETROL,AT,,Van,,,SBT-Japan
"131,000km",2018/4,,"1,490cc",5,4650.0,DIESEL,AT,,Hatchback,,,SBT-Japan
"136,000km",2018/4,,"1,790cc",5,4620.0,PETROL,AT,,Sedan,,,SBT-Japan
"180,000km",2018/2,,"1,490cc",5,4600.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"192,000km",2018/7,,"1,490cc",5,4590.0,DIESEL,AT,,Hatchback,,,SBT-Japan
"197,000km",2018/1,,"1,490cc",5,4580.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"134,000km",2018/4,,990cc,5,4580.0,PETROL,AT,,Hatchback,,,SBT-Japan
"38,000km",2018/3,,"1,190cc",5,4580.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"177,000km",2018/1,,"1,320cc",2[5],4530.0,PETROL,AT,,Van,,,SBT-Japan
"67,000km",2018/11,,990cc,5,4500.0,PETROL,AT,,Hatchback,,,SBT-Japan
"48,000km",2018/5,,"1,190cc",5,4480.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"220,000km",2018/3,,"1,490cc",2[5],4430.0,PETROL,AT,,Van,,,SBT-Japan
"241,000km",2018/11,,"1,490cc",2[5],4410.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"145,000km",2018/11,,"1,320cc",2[5],4390.0,PETROL,AT,,Van,,,SBT-Japan
"100,000km",2018/3,,"1,190cc",5,4380.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"101,000km",2018/2,,"1,190cc",5,4380.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"86,000km",2018/6,,990cc,5,4350.0,PETROL,AT,,Hatchback,,,SBT-Japan
"90,000km",2018/1,,650cc,4,4350.0,PETROL,AT,,Hatchback,,,SBT-Japan
"194,000km",2018/10,,"1,490cc",5,4350.0,HYBRID(PETROL),AT,,Station Wagon,,,SBT-Japan
"170,000km",2018/1,,"1,240cc",5,4330.0,PETROL,AT,,Hatchback,,,SBT-Japan
"108,000km",2018/11,,"1,320cc",2[5],4310.0,PETROL,AT,,Van,,,SBT-Japan
"49,000km",2018/2,,990cc,5,4280.0,PETROL,AT,,Hatchback,,,SBT-Japan
"121,000km",2018/3,,"1,200cc",,4280.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"182,000km",2018/1,,"1,490cc",5,4210.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"219,000km",2018/10,,"1,490cc",2[5],4200.0,PETROL,AT,,Station Wagon,,,SBT-Japan
"220,000km",2018/11,,"1,320cc",2[5],4180.0,PETROL,AT,,Van,,,SBT-Japan
"86,000km",2018/4,,990cc,5,4180.0,PETROL,AT,,Hatchback,,,SBT-Japan
"87,000km",2018/2,,"1,190cc",5,4180.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"190,000km",2018/11,,"1,320cc",2[5],4150.0,PETROL,AT,,Van,,,SBT-Japan
"90,000km",2018/12,,650cc,4,4110.0,PETROL,AT,,Hatchback,,,SBT-Japan
"133,000km",2018/4,,"1,190cc",5,4110.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"78,000km",2018/11,,"1,190cc",5,4110.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"91,000km",2018/4,,990cc,5,4090.0,PETROL,AT,,Hatchback,,,SBT-Japan
"138,000km",2018/3,,"1,190cc",5,4080.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"49,000km",2018/10,,"1,190cc",5,4050.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"70,000km",2018/7,,"1,190cc",5,4050.0,PETROL,AT,,Hatchback,,,SBT-Japan
"91,000km",2018/8,,"1,190cc",5,4050.0,PETROL,AT,,Hatchback,,,SBT-Japan
"178,000km",2018/1,,"1,190cc",5,4050.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"110,000km",2018/11,,"1,320cc",2[5],4020.0,PETROL,AT,,Van,,,SBT-Japan
"138,000km",2018/10,,990cc,5,4020.0,PETROL,AT,,Hatchback,,,SBT-Japan
"120,000km",2018/4,,"1,190cc",5,4010.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"225,000km",2018/11,,"1,320cc",2[5],4000.0,PETROL,AT,,Van,,,SBT-Japan
"149,000km",2018/1,,650cc,4,4000.0,PETROL,AT,,Hatchback,,,SBT-Japan
"143,000km",2018/12,,"1,490cc",2[5],3950.0,PETROL,AT,,Van,,,SBT-Japan
"98,000km",2018/7,,"1,190cc",5,3910.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"79,000km",2018/5,,"1,190cc",5,3910.0,PETROL,AT,,Hatchback,,,SBT-Japan
"82,000km",2018/10,,990cc,5,3840.0,PETROL,AT,,Mini Van,,,SBT-Japan
"50,000km",2018/1,,"1,190cc",5,3790.0,PETROL,AT,,Hatchback,,,SBT-Japan
"138,000km",2018/1,,"1,190cc",5,3770.0,PETROL,AT,,Hatchback,,,SBT-Japan
"141,000km",2018/10,,650cc,4,3750.0,PETROL,AT,,Hatchback,,,SBT-Japan
"51,000km",2018/11,,650cc,4,3680.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"59,000km",2018/1,,"1,190cc",5,3630.0,PETROL,AT,,Hatchback,,,SBT-Japan
"200,000km",2018/2,,"1,200cc",,3630.0,HYBRID(PETROL),AT,,Hatchback,,,SBT-Japan
"123,000km",2018/1,,"1,190cc",5,3610.0,PETROL,AT,,Hatchback,,,SBT-Japan
"67,000km",2018/1,,"1,190cc",5,3580.0,PETROL,AT,,Hatchback,,,SBT-Japan
"53,000km",2018/9,,650cc,4,3520.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"115,000km",2018/1,,650cc,4,3510.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"90,000km",2018/1,,650cc,4,3510.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"50,000km",2018/10,,650cc,4,3500.0,PETROL,AT,,Hatchback,,,SBT-Japan
"165,000km",2018/1,,"1,190cc",5,3500.0,PETROL,AT,,Hatchback,,,SBT-Japan
"110,000km",2018/6,,650cc,4,3460.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"108,000km",2018/5,,650cc,4,3390.0,PETROL,AT,,Hatchback,,,SBT-Japan
"196,000km",2018/3,,"1,190cc",5,3390.0,PETROL,AT,,Hatchback,,,SBT-Japan
"97,000km",2018/1,,650cc,4,3350.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"47,000km",2018/2,,650cc,4,3350.0,PETROL,AT,,Hatchback,,,SBT-Japan
"114,000km",2018/2,,650cc,4,3260.0,PETROL,AT,,Hatchback,,,SBT-Japan
"115,000km",2018/10,,650cc,4,3240.0,PETROL,AT,,Mini Van,,,SBT-Japan
"75,000km",2018/7,,650cc,4,3230.0,PETROL,AT,,Hatchback,,,SBT-Japan
"172,000km",2018/2,,650cc,4,3220.0,PETROL,AT,,Wagon,,,SBT-Japan
"105,000km",2018/4,,650cc,4,3190.0,PETROL,AT,,Mini Van,,,SBT-Japan
"97,000km",2018/11,,650cc,4,3180.0,PETROL,AT,,Wagon,,,SBT-Japan
"112,000km",2018/1,,650cc,4,3160.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"177,000km",2018/3,,650cc,4,3160.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"101,000km",2018/3,,650cc,4,3160.0,PETROL,AT,,Wagon,,,SBT-Japan
"172,000km",2018/12,,650cc,4,3130.0,PETROL,AT,,Wagon,,,SBT-Japan
"77,000km",2018/1,,660cc,,3130.0,PETROL,AT,,Hatchback,,,SBT-Japan
"123,000km",2018/2,,650cc,4,3120.0,PETROL,AT,,Wagon,,,SBT-Japan
"101,000km",2018/3,,650cc,4,3090.0,PETROL,AT,,Hatchback,,,SBT-Japan
"46,000km",2018/1,,650cc,4,3090.0,PETROL,AT,,Hatchback,,,SBT-Japan
"94,000km",2018/1,,650cc,4,3090.0,PETROL,AT,,Hatchback,,,SBT-Japan
"37,000km",2018/1,,650cc,4,3070.0,PETROL,AT,,Hatchback,,,SBT-Japan
"152,000km",2018/4,,650cc,4,3070.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"92,000km",2018/2,,650cc,4,3070.0,PETROL,AT,,Hatchback,,,SBT-Japan
"76,000km",2018/2,,650cc,4,3070.0,PETROL,AT,,Hatchback,,,SBT-Japan
"175,000km",2018/11,,650cc,4,3070.0,PETROL,AT,,Hatchback,,,SBT-Japan
"76,000km",2018/1,,650cc,4,3060.0,PETROL,AT,,Hatchback,,,SBT-Japan
"67,000km",2018/1,,650cc,4,2960.0,PETROL,AT,,Hatchback,,,SBT-Japan
"115,000km",2018/3,,650cc,4,2960.0,PETROL,AT,,Hatchback,,,SBT-Japan
"149,000km",2018/1,,650cc,4,2930.0,PETROL,AT,,Hatchback,,,SBT-Japan
"128,000km",2018/4,,650cc,4,2860.0,PETROL,AT,,Wagon,,,SBT-Japan
"189,000km",2018/4,,990cc,5,2830.0,PETROL,AT,,Mini Van,,,SBT-Japan
"250,000km",2018/2,,"1,200cc",,2790.0,HYBRID(PETROL),AT,,Wagon,,,SBT-Japan
"145,000km",2018/3,,650cc,4,2780.0,PETROL,AT,,Hatchback,,,SBT-Japan
"49,000km",2018/2,,650cc,4,2700.0,PETROL,AT,,Wagon,,,SBT-Japan
"104,000km",2018/8,,650cc,4,2690.0,PETROL,AT,,Mini Van,,,SBT-Japan
"141,000km",2018/9,,650cc,2,2690.0,PETROL,AT,,Mini Van,,,SBT-Japan
"177,000km",2018/1,,650cc,4,2670.0,PETROL,AT,,Hatchback,,,SBT-Japan
"79,000km",2018/2,,650cc,4,2650.0,PETROL,AT,,Wagon,,,SBT-Japan
"167,000km",2018/11,,500cc,4,2590.0,PETROL,AT,,Hatchback,,,SBT-Japan
"152,000km",2018/6,,650cc,4,2570.0,PETROL,AT,,Wagon,,,SBT-Japan
"140,000km",2018/6,,650cc,4,2530.0,PETROL,AT,,Wagon,,,SBT-Japan
"171,000km",2018/3,,650cc,4,2510.0,PETROL,AT,,Mini Van,,,SBT-Japan
"105,000km",2018/1,,650cc,4,2500.0,PETROL,AT,,Hatchback,,,SBT-Japan
"152,000km",2018/2,,650cc,4,2500.0,PETROL,AT,,Wagon,,,SBT-Japan
"110,000km",2018/2,,650cc,4,2490.0,PETROL,AT,,Hatchback,,,SBT-Japan
"179,000km",2018/2,,650cc,4,2470.0,PETROL,AT,,Wagon,,,SBT-Japan
"154,000km",2018/3,,650cc,4,2460.0,PETROL,AT,,Wagon,,,SBT-Japan
"110,000km",2018/4,,650cc,4,2460.0,PETROL,AT,,Hatchback,,,SBT-Japan
"57,000km",2018/3,,650cc,4,2460.0,PETROL,AT,,Hatchback,,,SBT-Japan
"216,000km",2018/3,,650cc,4,2440.0,PETROL,AT,,Hatchback,,,SBT-Japan
"54,000km",2018/4,,650cc,4,2430.0,PETROL,AT,,Hatchback,,,SBT-Japan
"76,000km",2018/7,,650cc,4,2420.0,PETROL,AT,,Hatchback,,,SBT-Japan
"64,000km",2018/7,,650cc,4,2420.0,PETROL,AT,,Hatchback,,,SBT-Japan
"104,000km",2018/1,,650cc,4,2390.0,PETROL,AT,,Hatchback,,,SBT-Japan
"113,000km",2018/1,,650cc,4,2390.0,PETROL,AT,,Hatchback,,,SBT-Japan
"91,000km",2018/3,,650cc,4,2360.0,PETROL,AT,,Hatchback,,,SBT-Japan
"111,000km",2018/2,,650cc,4,2310.0,PETROL,AT,,Hatchback,,,SBT-Japan
"149,000km",2018/3,,650cc,4,2280.0,PETROL,AT,,Wagon,,,SBT-Japan
"134,000km",2018/1,,650cc,4,2260.0,PETROL,AT,,Hatchback,,,SBT-Japan
"205,000km",2018/12,,650cc,2[4],2230.0,PETROL,AT,,Van,,,SBT-Japan
"171,000km",2018/2,,650cc,4,2030.0,PETROL,AT,,Mini Van,,,SBT-Japan
"126,000km",2018/1,,650cc,4,2020.0,PETROL,AT,,Hatchback,,,SBT-Japan
"54,000km",2020/6,,"4,600cc",8,40750.0,PETROL,AT,,SUV,,,SBT-Japan
"16,000km",2023/2,,"2,750cc",7,36990.0,DIESEL,AT,,SUV,,,SBT-Japan
"5,000km",2024/1,,"2,690cc",7,36640.0,PETROL,AT,,SUV,,,SBT-Japan
"91,000km",2021/3,,"2,750cc",7,36440.0,DIESEL,AT,,SUV,,,SBT-Japan
"12,000km",2023/9,,"2,690cc",7,35890.0,PETROL,AT,,SUV,,,SBT-Japan
"54,000km",2020/10,,"2,750cc",7,35830.0,DIESEL,AT,,SUV,,,SBT-Japan
"40,000km",2022/11,,"2,750cc",7,35070.0,DIESEL,AT,,SUV,,,SBT-Japan
"28,000km",2022/4,,"2,750cc",7,34770.0,DIESEL,AT,,SUV,,,SBT-Japan
"12,000km",2023/4,,"2,690cc",7,34250.0,PETROL,AT,,SUV,,,SBT-Japan
"47,000km",2020/10,,"2,690cc",7,33570.0,PETROL,AT,,SUV,,,SBT-Japan
"41,000km",2021/1,,"2,690cc",7,33020.0,PETROL,AT,,SUV,,,SBT-Japan
"33,000km",2020/9,,"2,690cc",7,32540.0,PETROL,AT,,SUV,,,SBT-Japan
"28,000km",2021/4,,"2,750cc",7,32420.0,DIESEL,AT,,SUV,,,SBT-Japan
"60,000km",2020/5,,"2,690cc",7,32400.0,PETROL,AT,,SUV,,,SBT-Japan
"32,000km",2020/9,,"2,750cc",5,32130.0,DIESEL,AT,,SUV,,,SBT-Japan
"26,000km",2020/10,,"2,690cc",7,31870.0,PETROL,AT,,SUV,,,SBT-Japan
"28,000km",2022/5,,"2,690cc",7,31650.0,PETROL,AT,,SUV,,,SBT-Japan
"61,000km",2021/3,,"2,750cc",7,31440.0,DIESEL,AT,,SUV,,,SBT-Japan
"34,000km",2019/12,,"2,690cc",7,31370.0,PETROL,AT,,SUV,,,SBT-Japan
"35,000km",2022/1,,"2,690cc",7,31310.0,PETROL,AT,,SUV,,,SBT-Japan
"50,000km",2019/1,,"2,690cc",7,31170.0,PETROL,AT,,SUV,,,SBT-Japan
"25,000km",2023/4,,"2,390cc",5,31090.0,DIESEL,AT,,Pick up,,,SBT-Japan
"47,000km",2023/3,,"2,690cc",10,30850.0,PETROL,AT,,Wagon,,,SBT-Japan
"28,000km",2022/5,,"2,390cc",5,30070.0,DIESEL,AT,,Pick up,,,SBT-Japan
"5,000km",2024/7,,"2,390cc",5,29920.0,DIESEL,AT,,Pick up,,,SBT-Japan
"40,000km",2022/7,,"2,390cc",5,29450.0,DIESEL,AT,,Pick up,,,SBT-Japan
"378,000km",2016/8,,"4,000cc",29,28660.0,DIESEL,AT,,Bus,,,SBT-Japan
"51,000km",1999/3,,"8,200cc",3,27240.0,DIESEL,6MT,,Truck,,,SBT-Japan
"86,000km",2020/8,,"2,690cc",10,27200.0,PETROL,AT,,Wagon,,,SBT-Japan
"41,000km",2019/4,,"1,990cc",5,26570.0,PETROL,AT,,SUV,,,SBT-Japan
"224,000km",2000/6,,"4,160cc",28,26390.0,DIESEL,6MT,,Bus,,,SBT-Japan
"42,000km",2022/3,,"2,390cc",5,26170.0,DIESEL,AT,,Pick up,,,SBT-Japan
"51,000km",2021/7,,"2,390cc",5,25730.0,DIESEL,AT,,Pick up,,,SBT-Japan
"56,000km",2019/3,,"2,390cc",5,25480.0,DIESEL,AT,,Pick up,,,SBT-Japan
"16,000km",2019/3,,"2,390cc",5,25350.0,DIESEL,AT,,Pick up,,,SBT-Japan
"24,000km",2019/12,,"2,390cc",5,25350.0,DIESEL,AT,,Pick up,,,SBT-Japan
"88,000km",2020/1,,"2,390cc",5,25120.0,DIESEL,AT,,Pick up,,,SBT-Japan
"30,000km",2019/3,,"2,390cc",5,25020.0,DIESEL,AT,,Pick up,,,SBT-Japan
"19,000km",2023/11,,"1,490cc",5,25010.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"35,000km",2019/2,,"2,390cc",5,24660.0,DIESEL,AT,,Pick up,,,SBT-Japan
"133,000km",2020/2,,"1,490cc",5,24320.0,PETROL,AT,,SUV,,,SBT-Japan
"39,000km",2020/2,,"1,490cc",5,24260.0,PETROL,AT,,SUV,,,SBT-Japan
"17,000km",2024/3,,"1,980cc",5,23840.0,PETROL,AT,,SUV,,,SBT-Japan
"64,000km",2018/11,,"2,390cc",5,23650.0,DIESEL,AT,,Pick up,,,SBT-Japan
"20,000km",2022/7,,"1,490cc",5,23580.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"184,000km",1995/9,,"7,540cc",3,23290.0,DIESEL,MT,,Truck,,,SBT-Japan
"85,000km",2017/7,,"2,750cc",7,22950.0,DIESEL,AT,,SUV,,,SBT-Japan
"19,000km",2024/1,,"1,990cc",5,22880.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"32,000km",2023/12,,"1,980cc",5,22610.0,PETROL,AT,,SUV,,,SBT-Japan
"325,000km",2016/11,,"4,000cc",29,22300.0,DIESEL,AT,,Bus,,,SBT-Japan
"49,000km",2019/11,,"1,990cc",5,22110.0,PETROL,AT,,Sedan,,,SBT-Japan
"201,000km",1990/7,,"7,540cc",3,22090.0,DIESEL,MT,,Truck,,,SBT-Japan
"23,000km",2023/10,,"1,980cc",7,22060.0,PETROL,AT,,Wagon,,,SBT-Japan
"742,000km",2014/3,,"5,120cc",3,22050.0,DIESEL,6MT,,Truck,,,SBT-Japan
"29,000km",2021/10,,"1,790cc",5,21810.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"77,000km",2016/2,,"2,750cc",5,21580.0,DIESEL,AT,,SUV,,,SBT-Japan
"94,000km",2016/10,,"2,750cc",5,21440.0,DIESEL,AT,,SUV,,,SBT-Japan
"930,000km",2015/7,,"5,120cc",2,21410.0,DIESEL,6MT,,Truck,,,SBT-Japan
"1,000km",2024/7,,"1,490cc",5,21310.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"20,000km",2024/4,,"1,490cc",5,21120.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"44,000km",2020/10,,"1,980cc",5,20970.0,PETROL,AT,,SUV,,,SBT-Japan
"23,000km",2024/1,,"1,790cc",5,20860.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"806,000km",2012/12,,"7,540cc",2,20830.0,DIESEL,6MT,,Truck,,,SBT-Japan
"149,000km",2003/9,,"4,160cc",29,20670.0,DIESEL,AT,,Bus,,,SBT-Japan
"18,000km",2020/2,,"1,490cc",5,20600.0,PETROL,AT,,SUV,,,SBT-Japan
"18,000km",2019/8,,"1,490cc",7,20560.0,PETROL,AT,,SUV,,,SBT-Japan
"15,000km",2019/3,,"1,490cc",5,20550.0,PETROL,AT,,SUV,,,SBT-Japan
"38,000km",2019/3,,"1,490cc",7,20550.0,PETROL,AT,,SUV,,,SBT-Japan
"36,000km",2021/5,,"1,980cc",5,20420.0,PETROL,AT,,SUV,,,SBT-Japan
"44,000km",2019/5,,"1,490cc",5,20410.0,PETROL,AT,,SUV,,,SBT-Japan
"20,000km",2018/12,,"1,490cc",5,20350.0,PETROL,AT,,SUV,,,SBT-Japan
"115,000km",2019/9,,"1,490cc",5,20250.0,PETROL,AT,,SUV,,,SBT-Japan
"24,000km",2021/5,,"1,980cc",5,20210.0,PETROL,AT,,SUV,,,SBT-Japan
"5,000km",2024/2,,"1,490cc",5,20200.0,PETROL,AT,,SUV,,,SBT-Japan
"94,000km",2022/1,,"1,790cc",5,20100.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"182,000km",2013/3,,"4,000cc",29,19940.0,DIESEL,AT,,Bus,,,SBT-Japan
"20,000km",2023/1,,"1,490cc",5,19900.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"20,000km",2023/12,,"1,490cc",5,19900.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"27,000km",2023/10,,"1,490cc",5,19870.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"14,000km",2023/6,,"1,490cc",5,19870.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"34,000km",2018/11,,"1,490cc",5,19870.0,PETROL,AT,,SUV,,,SBT-Japan
"9,000km",2024/1,,"1,980cc",7,19870.0,PETROL,AT,,Wagon,,,SBT-Japan
"29,000km",2018/11,,"1,490cc",5,19870.0,PETROL,AT,,SUV,,,SBT-Japan
"56,000km",2023/6,,"1,990cc",5,19800.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"59,000km",2022/8,,"1,980cc",5,19700.0,PETROL,AT,,SUV,,,SBT-Japan
"215,000km",1994/10,,"4,160cc",29,19530.0,DIESEL,MT,,Bus,,,SBT-Japan
"66,000km",2020/8,,"1,940cc",5,19530.0,DIESEL,AT,,Sedan,,,SBT-Japan
"229,000km",2003/4,,"4,160cc",28,19530.0,DIESEL,AT,,Bus,,,SBT-Japan
"41,000km",2022/5,,"1,980cc",5,19530.0,PETROL,AT,,SUV,,,SBT-Japan
"130,000km",2021/7,,"2,490cc",8,19510.0,PETROL,AT,,Mini Van,,,SBT-Japan
"2,000km",2024/4,,"1,490cc",5,19500.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"350,000km",2014/6,,"4,000cc",29,19420.0,DIESEL,AT,,Bus,,,SBT-Japan
"812,000km",1996/6,,"7,540cc",2,19200.0,DIESEL,6MT,,Truck,,,SBT-Japan
"75,000km",2018/11,,"1,490cc",5,19180.0,PETROL,AT,,SUV,,,SBT-Japan
"463,000km",2001/5,,"7,540cc",3,19050.0,DIESEL,6MT,,Truck,,,SBT-Japan
"105,000km",2017/7,,"1,990cc",5,19030.0,PETROL,AT,,SUV,,,SBT-Japan
"75,000km",2011/6,,"6,400cc",3,18930.0,DIESEL,6MT,,Truck,,,SBT-Japan
"18,000km",2023/3,,"1,490cc",5,18900.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"27,000km",2024/1,,"1,490cc",5,18870.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"40,000km",2021/10,,"1,980cc",5,18700.0,PETROL,AT,,SUV,,,SBT-Japan
"42,000km",2021/6,,"1,980cc",5,18700.0,PETROL,AT,,SUV,,,SBT-Japan
"8,000km",2024/1,,"1,490cc",5,18570.0,PETROL,AT,,SUV,,,SBT-Japan
"47,000km",2021/4,,"1,190cc",5,18530.0,PETROL,AT,,SUV,,,SBT-Japan
"49,000km",2021/8,,"1,980cc",5,18500.0,PETROL,AT,,SUV,,,SBT-Japan
"136,000km",2013/2,,"4,600cc",8,18500.0,PETROL,AT,,SUV,,,SBT-Japan
"89,000km",2014/2,,"2,690cc",7,18500.0,PETROL,AT,,SUV,,,SBT-Japan
"158,000km",2011/1,,"6,400cc",3,18490.0,DIESEL,6MT,,Truck,,,SBT-Japan
"9,000km",2024/1,,"1,490cc",5,18470.0,PETROL,AT,,SUV,,,SBT-Japan
"7,000km",2023/9,,"1,490cc",5,18400.0,PETROL,AT,,SUV,,,SBT-Japan
"5,000km",2023/9,,"1,790cc",5,18400.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"171,000km",2015/10,,"1,990cc",5,18390.0,PETROL,AT,,SUV,,,SBT-Japan
"93,000km",2020/10,,"2,480cc",5,18340.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"65,000km",2014/12,,"2,690cc",7,18290.0,PETROL,AT,,SUV,,,SBT-Japan
"84,000km",2014/7,,"2,690cc",7,18290.0,PETROL,AT,,SUV,,,SBT-Japan
"111,000km",2016/6,,"1,990cc",5,18240.0,PETROL,AT,,SUV,,,SBT-Japan
"40,000km",2021/2,,"1,980cc",5,18210.0,PETROL,AT,,SUV,,,SBT-Japan
"76,000km",2008/5,,"4,660cc",8,18030.0,PETROL,AT,,SUV,,,SBT-Japan
"50,000km",2023/1,,"1,500cc",,18000.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"122,000km",2010/6,,"4,600cc",8,17980.0,PETROL,AT,,SUV,,,SBT-Japan
"205,000km",2008/4,,"4,000cc",29,17970.0,DIESEL,MT,,Bus,,,SBT-Japan
"57,000km",2022/10,,"1,490cc",5,17810.0,HYBRID(PETROL),AT,,SUV,,,SBT-Japan
"107,000km",2013/3,,"4,600cc",8,17800.0,PETROL,AT,,SUV,,,SBT-Japan
"14,000km",2022/7,,"1,490cc",5,17740.0,PETROL,AT,,SUV,,,SBT-Japan
