Title,Year,Fuel Type,Engine,Transmission,Exterior Color,Interior Color,Drive,Mileage,Condition Grade,Interior Grade,Availability,Chassis Number,Details Link
Unknown,2015,Petrol,1500cc - VVTi cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-auris-3/
Unknown,2015,Petrol,1200cc - TSI cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volks-wagen-beetle-2/
Unknown,2019,Petrol,4700cc - V8 cc,Automatic,Gold,Brown,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2019-toyota-land-cruiser-3/
Unknown,2013,Diesel,2000cc TDI cc,Automatic,Silver,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-mercedes-ml-250/
Unknown,2014,Petrol,200cc   cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-mazda-cx-5/
Unknown,2014,Petrol,2000 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-voxy/
Unknown,2014,Petrol Hybrid,1500 - VVT-i cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-axio-5/
Unknown,2014,Diesel,3000 - V6 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-range-rover-sports/
Unknown,2013,Petrol Hybrid,1800 - VVT-I cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-prius/
Unknown,2015,Petrol Hybrid,1500 - VVT-I cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-fielder-4/
Unknown,2015,Petrol Hybrid,1500 - VVT-I cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-fielder-3/
Unknown,2015,Petrol,5600cc- V8 cc,Automatic,Pearl White,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-lexus-lx-570-2/
Unknown,2013,Petrol,1500 - VVT-i cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-axio/
Unknown,2013,Petrol,1300 - VVT-I cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-vitz-3/
Unknown,2015,Petrol,4800 - V8 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-porsche-cayenne-4/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Pearl White,Orange,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-15/
Unknown,2015,Petrol,5600cc- V8 cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-lexus-lx-570/
Unknown,2016,Petrol,4600cc - V8 cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-10/
Unknown,2015,Petrol Hybrid,1500 - VVT-i cc,Automatic,Gray,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-aqua-3/
Unknown,2015,Petrol,4000cc - V8 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2015-bently-flying-super-2/
Unknown,2016,Petrol,1300 - VVT-I cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-vitz-4/
Unknown,2016,Petrol,1500 - VVT-I cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-axio-2/
Unknown,2016,Petrol,1500 - VVT-I cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-fielder-4/
Unknown,2015,Petrol,2000cc cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-nissan-blue-bird/
Unknown,2015,Petrol,1500cc - VVTi cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-auris-2/
Unknown,2016,Petrol,1500 - VVT-I cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-axio/
Unknown,2015,Petrol,1500 - VVTI cc,Automatic,Gold,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-rush/
Unknown,2015,Petrol,2400 - VVTI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-rav4-3/
Unknown,2016,Petrol,1500 - VVT-I cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-allion/
Unknown,2016,Petrol,2500 - V6 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-mark-x/
Unknown,2015,Petrol,1600 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-subaru-impreza/
Unknown,2016,Petrol,4700cc - V8 cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-9/
Unknown,2015,Petrol,1200 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volks-wagen-beetle/
Unknown,2016,Petrol,5700cc - V8 cc,Automatic,Gray,Brown,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-14/
Unknown,2015,Petrol,3600cc - V6 cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volkswagen-touareg-4/
Unknown,2015,Petrol,3600cc - V6 cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volkswagen-touareg-5/
Unknown,2015,Petrol,2500 - V6 cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-mark-x-3/
Unknown,2021,Diesel,2800cc cc,Automatic,Black,Beige,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2021-toyota-land-cruiser-prado/
Unknown,2015,Petrol Hybrid,1500 - VVT-i cc,Automatic,Silver,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-aqua-2/
Unknown,2023,Petrol,2700cc cc,Automatic,Pearl White,Beige,4WD,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-land-cruiser-prado-4/
Unknown,2015,Petrol,2400 - VVTI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-toyota-rav4-2/
Unknown,2022,Petrol,2700cc cc,Automatic,Bronze,Beige,4WD,N/A,5,A,Sold,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser-prado-3/
Unknown,2015,Petrol,2500cc cc,Automatic,Black,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-nissan-teana/
Unknown,2014,Petrol,2500 - V6 cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2014-toyota-mark-x-2/
Unknown,2016,Petrol,2700cc cc,Automatic,Black,Beige,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-9/
Unknown,2016,Petrol,1500 - VVT-I cc,Automatic,Orange,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-fielder-3/
Unknown,2016,Petrol,3600cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-porsche-cayenne-10/
Unknown,2015,Petrol,3600cc - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volkswagen-touareg-3/
Unknown,2016,Petrol,3600cc - V6 cc,Automatic,Gold,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-touareg-5/
Unknown,2015,Petrol,3600cc - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volkswagen-touareg-2/
Unknown,2016,Petrol,3600cc - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volkswagen-touareg-copy/
Unknown,2015,Petrol,3600cc - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-volkswagen-touareg/
Unknown,2015,Diesel,2000 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-bmw-x3/
Unknown,2023,Petrol,2700cc cc,Automatic,Pearl White,Beige,4WD,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-land-cruiser-prado-3/
Unknown,2016,Diesel,2800cc cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-prado-3/
Unknown,2016,Diesel,2800cc cc,Automatic,Gray,Gray,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-prado-2/
Unknown,2018,Petrol,3600cc cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2018-porsche-cayenne-4/
Unknown,2016,Petrol,3600cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-porsche-cayenne-9/
Unknown,2016,Petrol,3000cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-audi-q7-7/
Unknown,2018,Petrol,3600cc cc,Automatic,Pearl White,Red,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2018-porsche-cayenne-3/
Unknown,2016,Petrol,4000cc - V8 cc,Automatic,Brown,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-bmw-x6-7/
Unknown,2016,Petrol,3600cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-porsche-cayenne-8/
Unknown,2016,Petrol,3600cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-porsche-cayenne-7/
Unknown,2016,Petrol,3600cc - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-touareg-4/
Unknown,2016,Petrol,4400cc - V8 cc,Automatic,Pearl White,Red,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-bmw-x6-6/
Unknown,2016,Petrol,3000cc cc,Automatic,Gray,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-porsche-macan/
Unknown,2023,Petrol,2800cc cc,Automatic,Black,Gray,4WD,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-land-cruiser-prado-2/
Unknown,2016,Petrol,4000cc - V8 cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2015-bently-flying-super-copy/
Unknown,2016,Petrol,2000 cc,Automatic,Black,Beige,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-jaguar-f-pace-copy/
Unknown,2016,Petrol Hybrid,3000cc cc,Automatic,Black,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-porsche-cayenne-6/
Unknown,2016,Petrol,2000cc  cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-18/
Unknown,2016,Petrol,3600cc - V6 cc,Automatic,Black,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-touareg-3/
Unknown,2016,Petrol,2000 cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-jaguar-f-pace/
Unknown,2016,Petrol,1200cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-note-7/
Unknown,2016,Petrol,4700cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-s550-6/
Unknown,2015,Petrol,4000cc - V8 cc,Automatic,Black,Beige,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2015-bently-flying-super/
Unknown,2019,Diesel,2800cc cc,Automatic,Brown,Gray,4WD,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2019-toyota-land-cruiser-prado/
Unknown,2020,Petrol,1000cc VVT-I cc,Automatic,Beige,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2020-toyota-raize/
Unknown,2018,Petrol,2000cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2018-mercedes-e200/
Unknown,2016,Petrol,1500 - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/toyota-fielder-2/
Unknown,2016,Petrol,3000cc cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-audi-q7-6/
Unknown,2016,Petrol,2000cc  cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-17/
Unknown,2016,Petrol,1400cc  - TSI cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-golf-2/
Unknown,2016,Petrol,2000cc  cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-16/
Unknown,2016,Petrol,3000cc cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-audi-q7-5/
Unknown,2016,Petrol,1400cc TSI cc,Automatic,Brown,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-passat-2/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Black,Beige,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-ranger-rover-vogue-5/
Unknown,2016,Petrol,1200cc  - TSI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-golf/
Unknown,2016,Petrol,5600cc - V8 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570-13/
Unknown,2016,Petrol,1500 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-nissan-juke/
Unknown,2016,Petrol,1000 - VVT-I cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-passo-4/
Unknown,2016,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-probox-2/
Unknown,2016,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-succeed/
Unknown,2016,Petrol,2000cc  - Hybrid cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-15/
Unknown,2016,Petrol,1300 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-probox/
Unknown,2016,Petrol,2000 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-voxy-2/
Unknown,2015,Petrol,1500 cc,Automatic,Red,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2015-nissan-juke/
Unknown,2016,Petrol,3000cc cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-audi-q7-4/
Unknown,2016,Petrol Hybrid,2000cc  - Hybrid cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-14/
Unknown,2016,Petrol,3000cc  cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-bmw-x6-5/
Unknown,2016,Petrol,4700cc cc,Automatic,Silver,Brown,4WD,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-8/
Unknown,2016,Petrol,1400cc TSI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-volkswagen-tiguan-3/
Unknown,2016,Petrol,4700cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-s550-5/
Unknown,2022,Petrol,5600cc - V8 cc,Automatic,Pearl White,Gray,4WD,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2022-nissan-patrol/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-land-rover-discovery-4-5/
Unknown,2017,Petrol,1500 - VVT-I cc,Automatic,Black,Black,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-vitz-2/
Unknown,2017,Petrol,1500 - VVT-I cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-porte/
Unknown,2016,Petrol,3600cc  - V6 cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-porsche-cayenne-5/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-audi-q7-3/
Unknown,2016,Petrol,4700cc cc,Automatic,Gray,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-s550-4/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-land-rover-discovery-4-4/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-13/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-12/
Unknown,2016,Petrol,2000 cc,Automatic,Khaki,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-xv-2/
Unknown,2016,Petrol,2000 cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-xv/
Unknown,2017,Petrol,4700cc cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-12/
Unknown,2016,Petrol,3500cc cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-rx-450-h-4/
Unknown,2016,Petrol,2000cc cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-rx200t-3/
Unknown,2023,Petrol,3500 - V6 cc,Automatic,Black,Beige,4WD,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-land-cruiser-2/
Unknown,2017,Diesel,2800cc cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-8/
Unknown,2016,Diesel,2800cc cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-prado/
Unknown,2016,Diesel,2800cc cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-prado-9/
Unknown,2017,Petrol,2700cc  - VVT-I cc,Automatic,Pearl White,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-7/
Unknown,2016,Petrol,2000 cc,Automatic,Gold,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-volvo-xc90/
Unknown,2017,Petrol,4700 - V8 cc,Automatic,Black,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-11/
Unknown,2017,Petrol,4700 - V8 cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-10/
Unknown,2016,Petrol Hybrid,3500cc cc,Automatic,Black,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-rx-450-h-3/
Unknown,2017,Petrol,4700 - V8 cc,Automatic,Black,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-7/
Unknown,2017,Petrol,4700 - V8 cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-9/
Unknown,2018,Petrol,3600cc  - V6 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2018-porsche-cayenne-2/
Unknown,2017,Petrol,4700 - V8 cc,Automatic,Pearl White,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-8/
Unknown,2016,Petrol,2000 cc,Automatic,Green,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-forester-3/
Unknown,2016,Petrol,2000 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-forester-2/
Unknown,2016,Petrol,1500 cc,Automatic,Red,Brown,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-alfa-romeo/
Unknown,2022,Petrol,2700cc cc,Automatic,Pearl White,Beige,4WD,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser-prado-2/
Unknown,2017,Petrol,4700 - V8 cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-7/
Unknown,2016,Petrol,4700 - V8 cc,Automatic,Black,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-6/
Unknown,2016,Petrol,4700 - V8 cc,Automatic,Pearl White,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser-5/
Unknown,2016,Petrol,2000 cc,Automatic,Gray,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-audi-q7-2/
Unknown,2016,Petrol,2400 cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-alphard/
Unknown,2016,Petrol,2000 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-esquire-3/
Unknown,2016,Petrol Hybrid,2000 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-esquire-2/
Unknown,2016,Petrol,2000 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-esquire/
Unknown,2021,Petrol,3300 - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser-4/
Unknown,2016,Petrol,1800cc  - Valvematic cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-premio-copy/
Unknown,2016,Petrol,4000cc - V8 cc,Automatic,Black,Brown,N/A,N/A,4.5,B,Sold,N/A,https://autoboxmotors.co.ke/listings/2016-bently-flying-super-2/
Unknown,2016,Petrol,4700cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-s550-3/
Unknown,2016,Petrol,6000 -V6 cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Stock,SCB-4623,https://autoboxmotors.co.ke/listings/2016-bently-flying-super/
Unknown,2016,Petrol,4700cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-mercedes-s550/
Unknown,2022,Petrol,3500 - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,5,A,Sold,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser-3-2/
Unknown,2022,Petrol,3500 - V6 cc,Automatic,Pearl White,Beige,N/A,N/A,5,A,In Stock,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-land-cruiser-3/
