Title,Year,Fuel Type,Engine,Transmission,Exterior Color,Interior Color,Drive,Mileage,Condition Grade,Interior Grade,Availability,Chassis Number,Details Link
Unknown,2013,Petrol,4000 cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-f-j-cruiser/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-3/
Unknown,2013,Petrol,1300 cc,Automatic,White,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-vitz-2/
Unknown,2019,Petrol,2700cc - VVT-I cc,Automatic,Black,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2019-toyota-land-cruiser-2/
Unknown,2017,Petrol,2000 cc,Automatic,Pearl White,Red,AWD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-lexus-rx200t/
Unknown,2016,Petrol,2000 cc,Automatic,Black,Brown,AWD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-rx200t/
Unknown,2017,Petrol,5700 cc,Automatic,Pearl White,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-lexus-lx-570-2/
Unknown,2017,Petrol,2000 cc,Automatic,Pearl White,Gray,AWD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-lexus-nx200t/
Unknown,2017,Petrol,1200cc cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mazda-demio/
Unknown,2014,Petrol,3500 cc,Automatic,Gray,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2014-mercedes-s400/
Unknown,2017,Petrol,650cc cc,Automatic,White,Beige,FWD,N/A,4.5,N/A,In Stock,LA-0761,https://autoboxmotors.co.ke/listings/2017-daihatsu-mira/
Unknown,2016,Petrol,4600-V8 cc,Automatic,Pearl White,N/A,N/A,N/A,4.5,A,In Transit,N/A,https://autoboxmotors.co.ke/listings/toyota-land-cruiser/
Unknown,2016,Petrol,1200cc cc,Automatic,White,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-nv-200/
Unknown,2013,Petrol,1300 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,N/A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2013-toyota-vitz/
Unknown,2017,Petrol,1400cc  - TSI cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-volkswagen-golf-3/
Unknown,2017,Petrol,1200cc cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-note-3/
Unknown,2016,Petrol,5600 cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-lexus-lx-570/
Unknown,2016,N/A,4700cc  - V8 cc,Automatic,Pearl White,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-land-cruiser/
Unknown,2017,Petrol,1200cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-note-2/
Unknown,2017,Petrol,2000cc cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mercedes-c200/
Unknown,2018,Petrol,2700cc  - VVT-I cc,Automatic,Pearl White,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-6/
Unknown,2023,Diesel,4700cc  - V6 cc,Automatic,Pearl White,Beige,4WD,N/A,5,A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-land-cruiser/
Unknown,2017,Petrol,2700cc  - VVT-I cc,Automatic,Black,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-5/
Unknown,2017,Diesel,2700cc  - VVT-I cc,Automatic,White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-hilux/
Unknown,2019,Petrol,N/A,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-forester/
Unknown,2017,Petrol,1500 cc,Automatic,Silver,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-nissan-note/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Black,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-ranger-rover-vogue-3/
Unknown,2017,Petrol,2000cc cc,Automatic,Blue,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mercedes-glc-200/
Unknown,2013,Petrol,1500 cc,Automatic,Pink,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2013-nissan-cube/
Unknown,2017,Diesel,3500cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mercedes-gle-350-d/
Unknown,2017,Petrol,2700cc  - VVT-I cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-4/
Unknown,2018,Diesel,2700cc  - VVT-I cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-3/
Unknown,2018,Diesel,2700cc  - VVT-I cc,Automatic,Pearl White,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado-2/
Unknown,2017,Petrol,2400 cc,Automatic,Black,Gray,N/A,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-vellfire/
Unknown,2017,Petrol,3500cc  - V6 cc,Automatic,Pearl White,Orange,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-lexus-lx-570/
Unknown,2016,N/A,3000cc  - V6 cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-ranger-rover-vogue/
Unknown,2018,Petrol,3500cc  - V6 cc,Automatic,Gray,Orange,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2018-toyota-lexus-lx-570-2/
Unknown,2013,Diesel,3000 cc,Automatic,White,Gray,N/A,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2013-mitsubishi-canter/
Unknown,2018,Petrol,3500cc  - V6 cc,Automatic,Black,Orange,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2018-toyota-lexus-lx-570/
Unknown,2023,Diesel,3500cc  - V6 cc,Automatic,Gray,Red,4WD,N/A,5,A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2023-toyota-lexus-lx-500/
Unknown,2017,Petrol,2700cc  - VVT-I cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-prado/
Unknown,2018,Petrol,2700cc  - VVT-I cc,Automatic,Black,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2018-toyota-land-cruiser-prado/
Unknown,2017,Petrol,2000cc  - Valvematic cc,Automatic,Silver,Beige,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-premio/
Unknown,2016,Petrol,N/A,Automatic,Gold,Gray,AWD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-outback-2/
Unknown,2022,Petrol,3500cc  - V6 cc,Automatic,Pearl White,Beige,4WD,N/A,5,A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-lexus-lx-600-3/
Unknown,2021,Petrol,4600cc  - V8 cc,Automatic,Gray,Brown,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2020-toyota-land-cruiser/
Unknown,2016,N/A,3000cc  - V6 cc,Automatic,Silver Metallic,Gray,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-ranger-rover-vogue-2/
Unknown,2016,Petrol,3000cc  - V6 cc,Automatic,Red Wine,Beige,N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2016-land-rover-discovery-4/
Unknown,2016,Petrol,N/A,Automatic,Blue,Gray,N/A,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-impreza/
Unknown,2016,Petrol,N/A,Automatic,Pearl White,Gray,AWD,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2016-subaru-outback/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier-2/
Unknown,2016,Petrol,2000cc  - Valvematic cc,Automatic,Black,Gray,N/A,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2016-toyota-harrier/
Unknown,2022,Petrol,3500cc  - V6 cc,Automatic,Black,Brown,4WD,N/A,5,A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-lexus-lx-600-2/
Unknown,2022,Petrol,3500cc  - V6 cc,Automatic,Silver Metallic,Orange,4WD,N/A,5,A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2022-toyota-lexus-lx-600/
Unknown,2021,Petrol,4700cc  - V8 cc,Automatic,Obsidian Black Metallic,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-4/
Unknown,2021,Petrol,1400cc  - TSI cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-volkswagen-golf-2/
Unknown,2017,Petrol,5700cc  - V8 cc,Automatic,Pearl White,Orange,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-lexus-lx-570-2/
Unknown,2012,Diesel,3000 cc,Automatic,Blue,Gray,4WD,N/A,4.5,B,N/A,N/A,https://autoboxmotors.co.ke/listings/2012-volks-wagon-amarok/
Unknown,2017,Petrol,3600cc  - V6 cc,Automatic,Pearl White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-lexus-lx-570-copy-copy/
Unknown,2017,Petrol,4600cc  - V8 cc,Automatic,Gold,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-lexus-lx-570-copy/
Unknown,2023,Diesel,4700cc  - V6 cc,Automatic,Black,Gray,4WD,N/A,"5, 4.5",A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-3-2/
Unknown,2017,Petrol,4700cc  - V8 cc,Automatic,White,Gray,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-3/
Unknown,2021,Petrol,4700cc  - V8 cc,Automatic,White,Beige,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-2/
Unknown,2017,Petrol,2000cc cc,Automatic,Pearl White,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mercedes-sglc-250-2/
Unknown,2017,Petrol,2000cc cc,Automatic,Black,Gray,N/A,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-mercedes-sglc-250/
Unknown,2017,Petrol,4600cc cc,Automatic,Black,"Black, Gray",N/A,N/A,4.5,B,In Stock,N/A,https://autoboxmotors.co.ke/listings/2017-mercedes-s550/
Unknown,2021,Petrol,4700cc  - V8 cc,Automatic,Obsidian Black Metallic,Brown,4WD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser-copy/
Unknown,2021,Petrol,4700cc  - TSI cc,Automatic,Obsidian Black Metallic,Gray,4WD,N/A,N/A,N/A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-toyota-land-cruiser/
Unknown,2021,Petrol,1400cc  - TSI cc,Automatic,Black,Gray,N/A,N/A,N/A,N/A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-volkswagen-golf-copy/
Unknown,2021,Petrol,1400cc  - TSI cc,Automatic,Blue,Gray,N/A,N/A,N/A,N/A,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-volkswagen-golf/
Unknown,2017,Petrol,2500cc cc,Automatic,Pearl White,Gray,AWD,N/A,4.5,B,In Transit,N/A,https://autoboxmotors.co.ke/listings/2017-subaru-outback/
